Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
774,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,303,403,75.2,5358,1529,153,177,86.4,107,134,79.9,42,80,52.5,1,1.5,-0.5,23,28,11,2,38
775,Imoh Ezekiel\Imoh-Ezekiel,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,5.2,98,127,77.2,1482,286,53,66,80.3,42,45,93.3,3,11,27.3,0,0.1,-0.1,3,6,4,1,9
776,Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,4.7,157,188,83.5,2832,510,79,86,91.9,54,63,85.7,20,31,64.5,0,0.9,-0.9,7,13,8,0,17
777,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,eng Premier League,32,1985,38.0,590,1018,58.0,23779,16782,61,63,96.8,197,201,98.0,332,751,44.2,0,0.0,0.0,0,20,0,0,0
778,Fabinho\Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34.0,1680,1976,85.0,35089,9475,554,640,86.6,798,890,89.7,295,384,76.8,3,3.7,-0.7,34,210,28,1,181
779,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,1794,2260,79.4,36187,13309,649,729,89.0,801,944,84.9,316,519,60.9,4,6.8,-2.8,89,246,80,10,311
780,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,585,916,63.9,19700,12363,49,50,98.0,270,271,99.6,266,594,44.8,0,0.2,-0.2,1,11,0,0,0
781,Fayçal Fajr\Faycal-Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,734,1060,69.2,17159,4838,260,323,80.5,250,352,71.0,208,350,59.4,2,2.9,-0.9,39,72,30,16,76
782,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.6,414,529,78.3,5594,612,248,298,83.2,119,149,79.9,20,31,64.5,2,2.0,0.0,14,24,7,1,20
783,Diego Falcinelli\Diego-Falcinelli,it ITA,FWMF,Fiorentina,it Serie A,26,1991,4.9,84,112,75.0,1078,152,53,71,74.6,27,31,87.1,1,6,16.7,0,0.9,-0.9,5,3,4,0,6
784,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,167,246,67.9,2426,391,98,133,73.7,54,78,69.2,8,15,53.3,1,0.4,+0.6,9,7,3,1,12
785,Simon Falette\Simon-Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1.0,60,65,92.3,1492,294,9,11,81.8,32,32,100.0,18,21,85.7,0,0.0,0.0,0,1,0,0,2
786,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,923,1226,75.3,20761,7811,246,295,83.4,503,595,84.5,169,313,54.0,0,0.3,-0.3,6,97,6,1,97
787,Cesar Falletti\Cesar-Falletti,uy URU,FWMF,Bologna,it Serie A,24,1992,3.6,136,176,77.3,2401,500,60,76,78.9,60,69,87.0,13,26,50.0,0,0.1,-0.1,4,9,8,2,16
788,Iago Falque\Iago-Falque,es ESP,FW,Torino,it Serie A,27,1990,31.3,1023,1357,75.4,18131,4679,494,572,86.4,378,482,78.4,121,225,53.8,8,6.8,+1.2,72,66,55,16,123
789,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,24,1993,27.3,867,1331,65.1,15857,7684,389,484,80.4,375,553,67.8,95,247,38.5,4,4.7,-0.7,29,67,50,24,134
790,Imad Faraj\Imad-Faraj,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,1.8,55,74,74.3,776,308,33,38,86.8,20,28,71.4,1,6,16.7,0,0.8,-0.8,3,1,4,0,8
791,Davide Faraoni\Davide-Faraoni,it ITA,DF,Crotone,it Serie A,25,1991,19.5,656,952,68.9,13420,6312,236,274,86.1,302,383,78.9,108,255,42.4,4,0.8,+3.2,10,48,17,6,75
792,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,812,1184,68.6,14713,5530,402,488,82.4,300,413,72.6,101,249,40.6,1,2.4,-1.4,23,63,11,4,81
793,Diego Farias\Diego-Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,454,569,79.8,6634,1433,273,319,85.6,146,177,82.5,24,45,53.3,4,1.6,+2.4,18,16,21,5,43
794,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,30,1987,32.5,1677,2004,83.7,35512,11208,497,571,87.0,878,981,89.5,295,433,68.1,1,0.3,+0.7,2,136,6,2,148
795,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,28,1989,14.0,641,813,78.8,15157,4824,146,178,82.0,328,373,87.9,163,252,64.7,0,0.1,-0.1,1,68,1,1,45
796,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,981,1220,80.4,16441,4979,504,567,88.9,329,392,83.9,105,188,55.9,7,5.6,+1.4,62,97,38,6,111
797,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,197,269,73.2,4329,1550,46,57,80.7,112,136,82.4,38,72,52.8,0,0.1,-0.1,1,16,1,0,17
798,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,20,1997,13.0,592,698,84.8,11725,4159,208,234,88.9,290,324,89.5,84,124,67.7,1,0.1,+0.9,1,44,3,0,42
799,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,776,903,85.9,16507,5616,226,248,91.1,415,454,91.4,133,187,71.1,0,0.0,0.0,1,33,4,0,40
800,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,325,384,84.6,5139,1310,171,191,89.5,121,143,84.6,22,33,66.7,0,0.1,-0.1,4,23,0,0,26
801,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,eng Premier League,26,1991,19.0,779,982,79.3,12250,4539,439,491,89.4,267,325,82.2,54,120,45.0,1,2.0,-1.0,16,42,27,11,74
802,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,15.5,513,641,80.0,9842,1984,205,247,83.0,213,248,85.9,80,119,67.2,1,1.1,-0.1,10,58,8,0,51
803,Julien Féret\Julien-Feret,fr FRA,MF,Caen,fr Ligue 1,35,1982,34.0,1313,1713,76.6,27032,8629,504,612,82.4,532,647,82.2,258,407,63.4,1,4.0,-3.0,69,153,27,7,190
804,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,eng Premier League,21,1996,9.4,210,272,77.2,3758,942,94,113,83.2,81,100,81.0,27,41,65.9,1,0.5,+0.5,8,15,6,2,21
805,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,11.5,281,347,81.0,4958,1421,119,142,83.8,128,158,81.0,27,33,81.8,0,0.0,0.0,2,19,1,0,29
806,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,30,1986,2.5,32,50,64.0,1015,681,4,4,100.0,17,18,94.4,11,28,39.3,0,0.0,0.0,0,0,0,0,0
807,Augusto Fernández\Augusto-Fernandez,ar ARG,MFFW,Atlético Madrid,es La Liga,31,1986,1.2,62,76,81.6,1240,399,24,28,85.7,27,29,93.1,11,17,64.7,0,0.0,0.0,2,9,2,0,6
808,Brian Fernández\Brian-Fernandez,ar ARG,FW,Metz,fr Ligue 1,22,1994,1.4,17,24,70.8,323,77,9,12,75.0,4,5,80.0,4,5,80.0,0,0.1,-0.1,3,2,0,0,1
809,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,es La Liga,21,1996,1.5,26,35,74.3,401,44,13,19,68.4,11,11,100.0,2,4,50.0,0,0.1,-0.1,2,2,0,0,1
810,Enzo Fernández\Enzo-Fernandez,es ESP,MF,Alavés,es La Liga,22,1995,0.8,17,30,56.7,236,52,10,16,62.5,6,9,66.7,0,3,0.0,0,0.0,0.0,1,1,0,0,1
811,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,eng Premier League,28,1989,29.7,982,1206,81.4,22883,8762,227,254,89.4,518,592,87.5,227,336,67.6,1,0.7,+0.3,5,73,4,0,68
812,Raúl Fernández\Raul-Fernandez,es ESP,GK,Levante,es La Liga,29,1988,11.0,133,254,52.4,7128,5848,4,4,100.0,24,28,85.7,105,222,47.3,0,0.0,0.0,0,16,0,0,0
813,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,32.0,2614,2944,88.8,48101,13185,1005,1090,92.2,1288,1401,91.9,277,372,74.5,3,2.2,+0.8,23,318,38,1,260
814,Alex Ferrari\Alex-Ferrari,it ITA,DF,Hellas Verona,it Serie A,23,1994,23.7,770,1039,74.1,15186,6362,300,364,82.4,346,426,81.2,116,204,56.9,0,0.4,-0.4,6,54,10,3,63
815,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,25,1992,7.1,472,533,88.6,8766,2370,189,204,92.6,204,230,88.7,64,73,87.7,0,1.1,-1.1,9,60,7,1,59
816,Sam Field\Sam-Field,eng ENG,MF,West Brom,eng Premier League,19,1998,6.0,117,174,67.2,2182,695,49,66,74.2,51,69,73.9,14,32,43.8,0,0.2,-0.2,4,12,7,1,16
817,Afonso Figueiredo\Afonso-Figueiredo,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,2.5,87,125,69.6,1370,765,46,58,79.3,27,37,73.0,8,23,34.8,0,0.0,0.0,0,5,3,0,11
818,Gian Filippo Felicioli\Gian-Filippo-Felicioli,it ITA,FWDF,Hellas Verona,it Serie A,19,1997,3.1,62,88,70.5,979,303,34,44,77.3,22,31,71.0,6,11,54.5,0,0.0,0.0,0,3,0,0,4
819,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,28,1989,20.2,310,432,71.8,5006,864,165,217,76.0,111,147,75.5,28,44,63.6,3,2.8,+0.2,27,21,15,0,34
820,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,25,1991,30.7,861,1203,71.6,12703,3366,471,615,76.6,288,385,74.8,53,89,59.6,7,5.4,+1.6,53,66,54,2,125
821,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,20,1996,13.2,513,616,83.3,9174,2732,210,239,87.9,257,302,85.1,42,64,65.6,2,1.2,+0.8,9,23,11,6,37
822,Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Mainz 05,de Bundesliga,23,1994,3.7,84,112,75.0,1483,315,35,41,85.4,35,48,72.9,11,16,68.8,0,0.6,-0.6,5,7,4,0,9
823,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,33,1984,5.3,102,155,65.8,1630,416,50,66,75.8,43,62,69.4,6,22,27.3,0,0.1,-0.1,1,9,1,0,9
824,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,eng Premier League,33,1984,24.7,815,1067,76.4,17884,5248,237,294,80.6,382,444,86.0,174,285,61.1,1,1.0,0.0,23,94,18,3,89
825,Sergio Floccari\Sergio-Floccari,it ITA,FWMF,SPAL,it Serie A,35,1981,9.8,197,258,76.4,3101,452,110,132,83.3,63,85,74.1,18,25,72.0,0,0.4,-0.4,6,12,5,1,11
826,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Roma,it Serie A,26,1991,26.5,1365,1772,77.0,27596,11133,535,617,86.7,580,722,80.3,243,401,60.6,3,4.5,-1.5,44,126,52,22,179
827,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,17,2000,0.5,41,48,85.4,559,57,31,34,91.2,9,11,81.8,1,3,33.3,1,0.3,+0.7,2,1,0,0,0
828,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,24,1992,8.3,178,247,72.1,3218,867,69,88,78.4,79,103,76.7,20,38,52.6,0,0.0,0.0,1,17,0,0,25
829,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,20.8,776,914,84.9,14974,3530,312,359,86.9,354,401,88.3,100,134,74.6,0,1.2,-1.2,18,75,12,1,65
830,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Celta Vigo,es La Liga,27,1989,9.8,618,701,88.2,13980,4794,134,143,93.7,367,388,94.6,116,167,69.5,1,0.1,+0.9,2,36,1,0,34
831,José Fonte\Jose-Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,7.6,285,357,79.8,6190,2340,84,98,85.7,152,169,89.9,49,86,57.0,1,0.1,+0.9,3,36,3,1,29
832,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,29.1,1042,1346,77.4,18880,5030,495,597,82.9,410,508,80.7,130,206,63.1,9,7.5,+1.5,50,110,41,10,131
833,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,25,1991,15.2,466,632,73.7,7296,2210,259,305,84.9,142,183,77.6,50,113,44.2,2,3.2,-1.2,43,35,17,1,45
834,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20.0,211,432,48.8,8235,6164,24,24,100.0,79,80,98.8,108,327,33.0,0,0.0,0.0,0,6,0,0,0
835,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,1.7,60,77,77.9,1462,615,10,12,83.3,39,46,84.8,11,19,57.9,0,0.0,0.0,0,13,0,0,12
836,Marco Fossati\Marco-Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,12.2,565,693,81.5,11663,3176,213,240,88.8,243,278,87.4,102,158,64.6,0,0.3,-0.3,7,57,6,2,55
837,Iver Fossum\Iver-Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,14.5,525,666,78.8,9041,2202,248,291,85.2,204,239,85.4,61,93,65.6,1,2.1,-1.1,18,43,11,3,57
838,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37.0,428,883,48.5,21095,17659,23,27,85.2,107,109,98.2,297,746,39.8,0,0.0,0.0,1,44,1,0,1
839,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,17.7,525,734,71.5,9987,4331,215,253,85.0,237,302,78.5,67,162,41.4,0,0.6,-0.6,6,56,9,5,54
840,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,13.8,505,654,77.2,9157,3704,213,243,87.7,231,283,81.6,55,102,53.9,2,1.0,+1.0,8,36,9,5,39
841,Lilian Fournier\Lilian-Fournier,fr FRA,MF,Metz,fr Ligue 1,19,1998,0.2,3,6,50.0,38,9,2,2,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0
842,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,7.7,259,370,70.0,4777,2645,109,132,82.6,110,146,75.3,33,69,47.8,0,1.4,-1.4,9,26,16,8,40
843,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,30.1,1296,1810,71.6,27326,11672,452,551,82.0,608,755,80.5,223,446,50.0,1,2.0,-1.0,25,97,27,15,108
844,Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,de Bundesliga,30,1986,11.6,193,278,69.4,3013,985,108,135,80.0,69,96,71.9,14,36,38.9,1,0.9,+0.1,9,21,4,0,23
845,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,eng Premier League,23,1994,22.3,696,1008,69.0,12253,4738,319,395,80.8,288,390,73.8,75,178,42.1,3,3.4,-0.4,45,37,40,17,92
846,Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,de Bundesliga,28,1989,8.9,329,413,79.7,6655,1805,118,141,83.7,155,179,86.6,52,82,63.4,0,0.4,-0.4,8,31,4,0,40
847,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,25,1992,33.4,1900,2200,86.4,34990,8591,723,811,89.1,920,1030,89.3,210,285,73.7,2,2.5,-0.5,45,206,38,4,189
848,Marco Friedl\Marco-Friedl,at AUT,DF,Bayern Munich,de Bundesliga,19,1998,0.5,45,52,86.5,788,320,21,21,100.0,19,23,82.6,4,5,80.0,0,0.1,-0.1,2,4,4,2,4
849,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,19,1998,6.7,288,367,78.5,5879,2119,102,124,82.3,139,162,85.8,47,71,66.2,0,0.7,-0.7,3,17,4,1,25
850,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,31,1986,21.3,814,1193,68.2,15598,7058,343,395,86.8,312,414,75.4,141,326,43.3,1,0.6,+0.4,12,69,18,8,88
851,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,33,1984,6.0,258,332,77.7,4285,1401,126,151,83.4,102,131,77.9,21,34,61.8,0,0.0,0.0,0,19,1,0,27
852,Javi Fuego\Javi-Fuego,es ESP,MF,Espanyol,es La Liga,33,1984,14.8,486,625,77.8,8511,2399,234,285,82.1,201,245,82.0,45,78,57.7,0,0.0,0.0,1,48,2,0,41
853,Chris Führich\Chris-Fuhrich,de GER,MFFW,Köln,de Bundesliga,19,1998,1.1,24,31,77.4,368,98,14,15,93.3,7,11,63.6,2,2,100.0,0,0.1,-0.1,1,2,1,0,5
854,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,20,1996,17.0,523,704,74.3,8997,2987,261,320,81.6,189,239,79.1,58,106,54.7,4,3.4,+0.6,32,38,14,3,62
855,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,de Bundesliga,24,1993,26.5,498,769,64.8,7493,1422,299,410,72.9,152,236,64.4,36,63,57.1,3,3.8,-0.8,35,40,11,4,41
856,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,eng Premier League,23,1994,0.2,4,4,100.0,72,0,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
857,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Everton,eng Premier League,26,1991,1.3,43,57,75.4,852,351,15,17,88.2,20,24,83.3,6,12,50.0,0,0.0,0.0,0,5,0,0,3
858,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,25,1991,12.0,145,204,71.1,1915,164,89,106,84.0,43,59,72.9,3,12,25.0,0,0.8,-0.8,6,3,3,1,6
859,Gabi\Gabi,es ESP,MF,Atlético Madrid,es La Liga,34,1983,26.2,1463,1760,83.1,28062,9910,624,689,90.6,593,690,85.9,224,341,65.7,0,2.1,-2.1,30,183,20,0,169
860,Gabriel\Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,26.3,795,1173,67.8,14420,4693,390,559,69.8,283,376,75.3,109,199,54.8,2,2.2,-0.2,18,105,13,4,110
861,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MF,Eint Frankfurt,de Bundesliga,22,1995,20.2,447,652,68.6,8152,2239,219,284,77.1,155,222,69.8,66,118,55.9,3,2.8,+0.2,20,50,18,2,64
862,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,23,1994,22.1,1223,1439,85.0,21465,5297,556,627,88.7,528,600,88.0,118,177,66.7,0,0.8,-0.8,17,126,15,2,109
863,Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MFFW,Atlético Madrid,es La Liga,29,1988,2.5,73,106,68.9,1174,418,41,56,73.2,26,32,81.3,6,17,35.3,0,0.4,-0.4,5,5,1,0,8
864,Milan Gajić\Milan-Gajic,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,4.0,134,187,71.7,2459,1387,57,68,83.8,60,80,75.0,16,30,53.3,0,0.0,0.0,1,13,2,1,16
865,Serge Gakpé\Serge-Gakpe,tg TOG,FWMF,Amiens,fr Ligue 1,30,1987,20.6,347,506,68.6,5546,2106,169,210,80.5,149,208,71.6,19,44,43.2,1,0.8,+0.2,13,34,7,0,53
866,Andrey Galabinov\Andrey-Galabinov,bg BUL,FW,Genoa,it Serie A,28,1988,12.5,243,369,65.9,3508,593,142,199,71.4,76,118,64.4,15,23,65.2,1,1.1,-0.1,12,13,6,1,22
867,Álex Gálvez\Alex-Galvez,es ESP,DF,Eibar,es La Liga,28,1989,4.0,157,209,75.1,3767,1554,44,54,81.5,70,84,83.3,43,71,60.6,0,0.0,0.0,1,22,1,0,17
868,Álex Gálvez\Alex-Galvez,es ESP,DF,Las Palmas,es La Liga,28,1989,18.0,738,941,78.4,17086,6748,206,248,83.1,350,408,85.8,177,272,65.1,0,0.2,-0.2,1,68,1,0,61
869,Bruno Gama\Bruno-Gama,pt POR,FWMF,La Coruña,es La Liga,29,1987,1.3,34,47,72.3,507,123,19,24,79.2,14,17,82.4,1,5,20.0,0,0.3,-0.3,2,2,2,0,6
870,Alessandro Gamberini\Alessandro-Gamberini,it ITA,DF,Chievo,it Serie A,35,1981,20.2,603,710,84.9,12631,3482,174,198,87.9,325,363,89.5,97,137,70.8,0,0.0,0.0,0,20,1,0,28
871,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,30,1987,12.6,177,226,78.3,2407,391,110,135,81.5,57,73,78.1,5,8,62.5,2,1.2,+0.8,10,8,6,0,11
872,Jesús Gámez\Jesus-Gamez,es ESP,DF,Newcastle Utd,eng Premier League,32,1985,1.1,46,61,75.4,740,462,22,24,91.7,18,22,81.8,4,10,40.0,0,0.1,-0.1,4,5,2,1,11
873,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,eng Premier League,27,1989,30.6,1320,1582,83.4,23285,6125,589,669,88.0,570,654,87.2,134,200,67.0,1,1.1,-0.1,15,138,9,3,105
874,Ignatius Ganago\Ignatius-Ganago,cm CMR,FWMF,Nice,fr Ligue 1,18,1999,0.8,14,20,70.0,229,8,4,6,66.7,8,10,80.0,1,1,100.0,0,0.0,0.0,1,2,1,0,1
875,Najib Gandi\Najib-Gandi,fr FRA,MFFW,Nantes,fr Ligue 1,23,1994,1.1,27,38,71.1,502,195,13,18,72.2,8,10,80.0,5,8,62.5,0,0.0,0.0,0,3,0,0,4
876,Ganso\Ganso,br BRA,MF,Sevilla,es La Liga,27,1989,5.7,267,327,81.7,4210,1144,151,173,87.3,96,110,87.3,18,34,52.9,1,0.7,+0.3,8,30,5,1,33
877,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,30,1986,22.5,904,1084,83.4,20305,6563,184,226,81.4,559,604,92.5,160,247,64.8,0,0.6,-0.6,4,52,4,1,51
878,Aleix García\Aleix-Garcia,es ESP,MF,Girona,es La Liga,20,1997,9.6,434,549,79.1,9174,2190,172,198,86.9,164,194,84.5,92,145,63.4,0,1.1,-1.1,11,30,2,1,33
879,Borja García\Borja-Garcia,es ESP,MFFW,Girona,es La Liga,26,1990,30.9,1143,1399,81.7,20726,5571,565,646,87.5,396,481,82.3,167,241,69.3,5,4.0,+1.0,57,139,36,8,131
880,Dani García\Dani-Garcia,es ESP,MF,Eibar,es La Liga,27,1990,30.8,1298,1618,80.2,29066,6028,392,476,82.4,601,723,83.1,295,391,75.4,1,1.3,-0.3,18,163,12,4,132
881,David García\David-Garcia,es ESP,DF,Las Palmas,es La Liga,35,1982,9.6,369,475,77.7,7898,3445,108,127,85.0,196,224,87.5,61,116,52.6,0,0.3,-0.3,3,22,1,1,31
882,Javi García\Javi-Garcia,es ESP,MFDF,Betis,es La Liga,30,1987,26.7,1483,1631,90.9,29467,6712,467,514,90.9,835,889,93.9,175,215,81.4,0,0.3,-0.3,10,87,3,0,82
883,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,31,1986,27.1,724,997,72.6,13562,3815,312,398,78.4,302,391,77.2,100,174,57.5,0,1.4,-1.4,15,92,5,2,65
884,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,es La Liga,31,1986,29.1,491,879,55.9,8392,2975,249,382,65.2,189,334,56.6,45,123,36.6,1,3.8,-2.8,29,79,28,8,86
885,Raúl García\Raul-Garcia,es ESP,DF,Leganés,es La Liga,28,1989,15.5,434,675,64.3,8227,4042,191,243,78.6,185,245,75.5,56,175,32.0,1,1.5,-0.5,21,34,8,5,33
886,Samu García\Samu-Garcia,es ESP,MFFW,Levante,es La Liga,27,1990,2.2,39,70,55.7,567,134,22,36,61.1,14,24,58.3,2,4,50.0,0,0.1,-0.1,2,3,1,1,2
887,Samu García\Samu-Garcia,es ESP,MFFW,Málaga,es La Liga,27,1990,2.0,30,50,60.0,462,153,16,22,72.7,12,21,57.1,1,3,33.3,1,0.2,+0.8,1,1,2,1,4
888,Sergio García\Sergio-Garcia,es ESP,FWMF,Espanyol,es La Liga,34,1983,18.3,299,434,68.9,4990,1498,158,215,73.5,99,133,74.4,34,57,59.6,5,2.8,+2.2,26,20,24,4,44
889,Ulisses Garcia\Ulisses-Garcia,ch SUI,DF,Werder Bremen,de Bundesliga,21,1996,1.0,22,30,73.3,394,155,8,10,80.0,12,15,80.0,2,4,50.0,0,0.0,0.0,0,1,0,0,2
890,Luca Garritano\Luca-Garritano,it ITA,MFFW,Chievo,it Serie A,23,1994,2.1,57,84,67.9,1141,412,27,34,79.4,18,24,75.0,10,20,50.0,0,0.0,0.0,2,6,6,0,10
891,Bruno Gaspar\Bruno-Gaspar,ao ANG,DF,Fiorentina,it Serie A,24,1993,8.7,461,575,80.2,8075,2984,203,227,89.4,207,246,84.1,44,81,54.3,2,1.1,+0.9,10,34,10,6,51
892,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,26,1990,31.2,1363,1775,76.8,24382,10587,590,692,85.3,643,792,81.2,120,245,49.0,3,2.0,+1.0,31,85,17,10,116
893,Gianluca Gaudino\Gianluca-Gaudino,de GER,MF,Chievo,it Serie A,20,1996,0.2,7,11,63.6,166,64,3,4,75.0,2,3,66.7,2,4,50.0,0,0.0,0.0,1,1,0,0,1
894,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,27,1989,21.8,317,432,73.4,4445,882,196,255,76.9,87,112,77.7,18,34,52.9,3,2.2,+0.8,20,19,6,0,24
895,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,25,1992,1.0,14,19,73.7,404,180,1,1,100.0,8,8,100.0,5,10,50.0,0,0.0,0.0,0,0,0,0,0
896,Marcello Gazzola\Marcello-Gazzola,it ITA,DF,Sassuolo,it Serie A,32,1985,8.2,341,461,74.0,5607,2560,168,185,90.8,138,181,76.2,29,73,39.7,0,0.3,-0.3,7,15,7,6,25
897,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MFDF,Mainz 05,de Bundesliga,21,1995,28.8,911,1170,77.9,18802,5885,357,423,84.4,385,459,83.9,156,247,63.2,3,1.6,+1.4,13,115,7,0,107
898,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37.0,533,857,62.2,19372,14435,61,61,100.0,228,230,99.1,242,563,43.0,0,0.1,-0.1,1,10,0,0,0
