Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
2529,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'Gladbach,de Bundesliga,31,1988,7,1,152,1.7,0,1,0,0,0,0,0,0.00,0.59,0.59,0.00,0.59,0.2,0.2,0.7,0.9,0.13,0.41,0.54,0.13,0.54
2530,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32,1986,23,23,2052,22.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.1,0.04,0.01,0.05,0.04,0.05
2531,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2532,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,19,17,1476,16.4,1,2,1,0,0,6,0,0.06,0.12,0.18,0.06,0.18,0.6,0.6,0.9,1.5,0.03,0.06,0.09,0.03,0.09
2533,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2534,Luca Tremolada\Luca-Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2535,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,eng Premier League,24,1994,34,20,1950,21.7,6,1,6,0,0,4,1,0.28,0.05,0.32,0.28,0.32,3.9,3.9,0.8,4.8,0.18,0.04,0.22,0.18,0.22
2536,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,29,17,1547,17.2,2,4,1,1,1,6,0,0.12,0.23,0.35,0.06,0.29,2.5,1.7,3.8,5.5,0.14,0.22,0.36,0.10,0.32
2537,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,32,32,2863,31.8,0,8,0,0,0,6,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,4.7,4.9,0.01,0.15,0.15,0.01,0.15
2538,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2539,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,25,23,1979,22.0,0,4,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,3.5,3.7,0.01,0.16,0.17,0.01,0.17
2540,William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,30,29,2576,28.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.02,0.00,0.03,0.02,0.03
2541,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,24,1994,31,22,2011,22.3,5,3,5,0,0,0,0,0.22,0.13,0.36,0.22,0.36,4.7,4.7,4.0,8.7,0.21,0.18,0.39,0.21,0.39
2542,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,16,14,1130,12.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.04,0.03,0.04
2543,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,5,2,189,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2544,Georgi Tunjov\Georgi-Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,10,3,284,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.6,0.14,0.03,0.17,0.14,0.17
2545,Stefano Turati\Stefano-Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2546,Gennaro Tutino\Gennaro-Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,6,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.01,0.08,0.08,0.08
2547,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,13,12,1102,12.2,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.7,1.0,0.02,0.06,0.08,0.02,0.08
2548,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,26,1992,24,19,1633,18.1,6,2,6,0,0,2,0,0.33,0.11,0.44,0.33,0.44,3.5,3.5,0.9,4.4,0.19,0.05,0.24,0.19,0.24
2549,Anthony Ujah\Anthony-Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,28,1990,24,10,949,10.5,3,2,3,0,0,0,0,0.28,0.19,0.47,0.28,0.47,2.5,2.5,0.8,3.2,0.23,0.07,0.30,0.23,0.30
2550,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2551,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2552,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,13,10,949,10.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2553,Enes Ünal\Enes-Unal,tr TUR,FW,Valladolid,es La Liga,22,1997,35,23,2344,26.0,6,2,4,2,3,4,0,0.23,0.08,0.31,0.15,0.23,9.1,6.8,2.7,9.5,0.35,0.10,0.45,0.26,0.37
2554,Cengiz Ünder\Cengiz-Under,tr TUR,FW,Roma,it Serie A,22,1997,18,10,873,9.7,3,0,3,0,0,2,0,0.31,0.00,0.31,0.31,0.31,1.9,1.9,2.6,4.5,0.20,0.26,0.46,0.20,0.46
2555,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,1998,28,27,2357,26.2,0,1,0,0,0,8,1,0.00,0.04,0.04,0.00,0.04,1.7,1.7,0.8,2.6,0.07,0.03,0.10,0.07,0.10
2556,Mark Uth\Mark-Uth,de GER,MFFW,Köln,de Bundesliga,27,1991,15,14,1162,12.9,5,5,4,1,3,5,0,0.39,0.39,0.77,0.31,0.70,6.5,4.6,3.0,7.6,0.50,0.23,0.74,0.35,0.59
2557,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,27,1991,8,4,353,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.4,0.27,0.08,0.34,0.27,0.34
2558,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,30,1989,33,33,2925,32.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2559,Álvaro Vadillo\Alvaro-Vadillo,es ESP,FWMF,Granada,es La Liga,24,1994,22,15,1218,13.5,3,1,2,1,1,0,0,0.22,0.07,0.30,0.15,0.22,1.9,1.1,1.6,2.7,0.14,0.12,0.26,0.08,0.20
2560,William Vainqueur\William-Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,21,21,1715,19.1,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.9,0.03,0.02,0.05,0.03,0.05
2561,Mirko Valdifiori\Mirko-Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,22,15,1400,15.6,0,3,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,1.9,1.9,0.01,0.12,0.12,0.01,0.12
2562,Pierrick Valdivia\Pierrick-Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,31,1988,2,1,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2563,Germán Valera\German-Valera,es ESP,FW,Atlético Madrid,es La Liga,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,1.34,1.34,0.00,1.34
2564,Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,19,1999,5,1,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2565,Borja Valero\Borja-Valero,es ESP,MF,Inter,it Serie A,34,1985,19,9,931,10.3,2,0,2,0,0,4,0,0.19,0.00,0.19,0.19,0.19,1.5,1.5,1.3,2.8,0.15,0.12,0.27,0.15,0.27
2566,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,eng Premier League,20,1999,11,10,779,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.04,0.08,0.13,0.04,0.13
2567,Martin Valjent\Martin-Valjent,sk SVK,DF,Mallorca,es La Liga,23,1995,36,36,3182,35.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.02,0.02,0.03,0.02,0.03
2568,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,eng Premier League,22,1997,2,1,163,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2569,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,22,1997,11,7,629,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.02,0.03,0.01,0.03
2570,Manu Vallejo\Manu-Vallejo,es ESP,MFFW,Valencia,es La Liga,22,1997,11,3,418,4.6,2,0,2,0,0,0,0,0.43,0.00,0.43,0.43,0.43,1.7,1.7,0.4,2.1,0.36,0.09,0.45,0.36,0.45
2571,Luca Valls\Luca-Valls,fr FRA,FW,Nîmes,fr Ligue 1,20,1998,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2572,Theo Valls\Theo-Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,23,20,1632,18.1,1,1,1,0,0,1,1,0.06,0.06,0.11,0.06,0.11,1.0,1.0,1.9,2.9,0.06,0.10,0.16,0.06,0.16
2573,Mattia Valoti\Mattia-Valoti,it ITA,MFFW,SPAL,it Serie A,25,1993,27,18,1527,17.0,3,1,3,0,0,7,0,0.18,0.06,0.24,0.18,0.24,3.3,3.3,1.0,4.3,0.20,0.06,0.26,0.20,0.26
2574,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,21,1998,33,21,1907,21.2,2,5,2,0,0,1,0,0.09,0.24,0.33,0.09,0.33,1.9,1.9,3.5,5.3,0.09,0.16,0.25,0.09,0.25
2575,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,32,32,2822,31.4,3,1,3,0,0,2,0,0.10,0.03,0.13,0.10,0.13,0.7,0.7,0.5,1.2,0.02,0.02,0.04,0.02,0.04
2576,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,32,1987,35,34,3033,33.7,23,5,19,4,5,2,0,0.68,0.15,0.83,0.56,0.71,20.3,16.5,5.5,22.0,0.60,0.16,0.77,0.49,0.65
2577,Matías Vargas\Matias-Vargas,ar ARG,FWMF,Espanyol,es La Liga,22,1997,21,10,1024,11.4,0,3,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,1.0,1.0,2.5,3.5,0.09,0.22,0.31,0.09,0.31
2578,Ruben Vargas\Ruben-Vargas,ch SUI,FWMF,Augsburg,de Bundesliga,20,1998,33,29,2530,28.1,6,1,6,0,0,8,0,0.21,0.04,0.25,0.21,0.25,6.9,6.9,3.3,10.1,0.24,0.12,0.36,0.24,0.36
2579,Thibaut Vargas\Thibaut-Vargas,fr FRA,DFMF,Montpellier,fr Ligue 1,19,2000,3,2,151,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05
2580,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,32,32,2808,31.2,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,1.7,3.5,0.06,0.06,0.11,0.06,0.11
2581,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,eng Premier League,18,2001,4,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
2582,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,23,1996,11,1,328,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04
2583,Franco Vázquez\Franco-Vazquez,ar ARG,MFFW,Sevilla,es La Liga,30,1989,31,11,1098,12.2,3,0,3,0,0,5,0,0.25,0.00,0.25,0.25,0.25,1.4,1.4,0.4,1.7,0.11,0.03,0.14,0.11,0.14
2584,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,26,1993,17,16,1325,14.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02
2585,Lucas Vázquez\Lucas-Vazquez,es ESP,MFFW,Real Madrid,es La Liga,28,1991,18,8,848,9.4,2,1,2,0,0,1,0,0.21,0.11,0.32,0.21,0.32,1.3,1.3,1.5,2.8,0.14,0.16,0.30,0.14,0.30
2586,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,27,1991,20,14,1282,14.2,2,2,2,0,0,4,0,0.14,0.14,0.28,0.14,0.28,3.2,3.2,1.2,4.4,0.22,0.09,0.31,0.22,0.31
2587,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,23,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2588,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,23,1995,24,23,2051,22.8,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.8,1.1,0.01,0.04,0.05,0.01,0.05
2589,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,33,1986,34,32,2811,31.2,3,4,3,0,0,6,0,0.10,0.13,0.22,0.10,0.22,2.1,2.1,5.0,7.1,0.07,0.17,0.23,0.07,0.23
2590,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,18,2000,1,1,73,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08
2591,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,24,1995,16,10,858,9.5,0,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,0.7,1.1,0.05,0.07,0.12,0.05,0.12
2592,Brayan Vera\Brayan-Vera,co COL,DFMF,Lecce,it Serie A,20,1999,8,1,155,1.7,0,1,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,0.1,0.1,0.2,0.2,0.05,0.09,0.14,0.05,0.14
2593,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,27,1992,33,26,2073,23.0,2,6,2,0,0,4,0,0.09,0.26,0.35,0.09,0.35,4.2,4.2,3.3,7.4,0.18,0.14,0.32,0.18,0.32
2594,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,26,1993,33,30,2629,29.2,6,0,1,5,5,6,0,0.21,0.00,0.21,0.03,0.03,4.8,1.0,2.6,3.6,0.17,0.09,0.25,0.04,0.12
2595,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,26,1992,20,15,1482,16.5,0,5,0,0,0,6,0,0.00,0.30,0.30,0.00,0.30,0.2,0.2,3.0,3.2,0.01,0.18,0.20,0.01,0.20
2596,Valerio Verre\Valerio-Verre,it ITA,FWMF,Hellas Verona,it Serie A,25,1994,32,22,1774,19.7,3,2,1,2,2,4,0,0.15,0.10,0.25,0.05,0.15,5.6,4.1,2.9,6.9,0.28,0.14,0.43,0.21,0.35
2597,Birger Verstraete\Birger-Verstraete,be BEL,MF,Köln,de Bundesliga,25,1994,9,7,665,7.4,0,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.6,0.9,0.04,0.09,0.13,0.04,0.13
2598,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,1987,23,19,1645,18.3,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,1.0,1.2,0.02,0.05,0.07,0.02,0.07
2599,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,26,1993,20,13,1269,14.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.7,1.4,0.05,0.05,0.10,0.05,0.10
2600,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,26,1992,19,17,1497,16.6,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,1.0,0.05,0.01,0.06,0.05,0.06
2601,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,25,1994,29,29,2610,29.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.5,0.03,0.02,0.05,0.03,0.05
2602,Francesco Vicari\Francesco-Vicari,it ITA,DF,SPAL,it Serie A,24,1994,34,33,2898,32.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01
2603,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,25,1994,18,11,876,9.7,2,1,1,1,1,1,0,0.21,0.10,0.31,0.10,0.21,1.5,0.7,1.6,2.3,0.15,0.16,0.31,0.08,0.24
2604,Aleix Vidal\Aleix-Vidal,es ESP,MF,Alavés,es La Liga,29,1989,29,26,2165,24.1,2,4,2,0,0,6,0,0.08,0.17,0.25,0.08,0.25,2.5,2.5,3.8,6.2,0.10,0.16,0.26,0.10,0.26
2605,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Barcelona,es La Liga,32,1987,33,16,1671,18.6,8,2,8,0,0,4,0,0.43,0.11,0.54,0.43,0.54,4.3,4.3,3.0,7.3,0.23,0.16,0.39,0.23,0.39
2606,Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,19,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2607,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,24,1995,30,26,2332,25.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.4,2.2,0.03,0.05,0.09,0.03,0.09
2608,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Sampdoria,it Serie A,21,1998,27,20,1819,20.2,0,1,0,0,0,11,1,0.00,0.05,0.05,0.00,0.05,1.4,1.4,1.1,2.5,0.07,0.05,0.12,0.07,0.12
2609,Mauro Vigorito\Mauro-Vigorito,it ITA,GK,Lecce,it Serie A,29,1990,5,4,423,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2610,Dídac Vilà\Didac-Vila,es ESP,DF,Espanyol,es La Liga,30,1989,30,28,2492,27.7,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.4,2.8,0.05,0.05,0.10,0.05,0.10
2611,Toni Villa\Toni-Villa,es ESP,MF,Valladolid,es La Liga,24,1995,23,18,1354,15.0,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,1.6,2.5,0.06,0.11,0.16,0.06,0.16
2612,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,21,1997,19,5,531,5.9,3,0,3,0,0,0,0,0.51,0.00,0.51,0.51,0.51,2.8,2.8,0.0,2.8,0.47,0.01,0.48,0.47,0.48
2613,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,21,1998,9,2,299,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.26,0.04,0.30,0.26,0.30
2614,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2615,Juan Villar\Juan-Villar,es ESP,FW,Osasuna,es La Liga,31,1988,10,2,240,2.7,1,0,0,1,1,1,0,0.37,0.00,0.37,0.00,0.00,1.1,0.4,0.2,0.5,0.42,0.07,0.49,0.14,0.20
2616,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,20,1999,16,6,652,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.9,0.05,0.07,0.12,0.05,0.12
2617,Luigi Vitale\Luigi-Vitale,it ITA,DF,Hellas Verona,it Serie A,31,1987,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2618,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,29,1989,28,11,1227,13.6,3,2,3,0,0,3,0,0.22,0.15,0.37,0.22,0.37,2.2,2.2,1.6,3.7,0.16,0.12,0.27,0.16,0.27
2619,Mattia Viviani\Mattia-Viviani,it ITA,MF,Brescia,it Serie A,18,2000,8,3,344,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.03,0.11,0.14,0.03,0.14
2620,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,19,2000,30,13,1499,16.7,6,0,5,1,1,4,1,0.36,0.00,0.36,0.30,0.30,7.9,7.1,1.2,8.4,0.47,0.07,0.55,0.43,0.50
2621,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,27,1991,11,11,960,10.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2622,Kevin Vogt\Kevin-Vogt,de GER,DFMF,Werder Bremen,de Bundesliga,27,1991,14,14,1105,12.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.00,0.01,0.02,0.00,0.02
2623,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,19,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.08,0.09,0.02,0.09
2624,Kevin Volland\Kevin-Volland,de GER,FW,Leverkusen,de Bundesliga,27,1992,27,24,2047,22.7,10,7,10,0,0,3,0,0.44,0.31,0.75,0.44,0.75,11.5,11.5,5.7,17.2,0.51,0.25,0.76,0.51,0.76
2625,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,eng Premier League,30,1989,20,6,636,7.1,1,0,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1.7,1.7,1.1,2.7,0.24,0.15,0.39,0.24,0.39
2626,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,27,1992,34,32,2830,31.4,4,3,4,0,0,5,0,0.13,0.10,0.22,0.13,0.22,1.8,1.8,0.7,2.5,0.06,0.02,0.08,0.06,0.08
2627,Giacomo Vrioni\Giacomo-Vrioni,al ALB,FW,Juventus,it Serie A,20,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2628,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,27,1992,5,4,362,4.0,0,1,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.3,0.3,0.00,0.08,0.08,0.00,0.08
2629,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,27,1991,30,20,1569,17.4,0,2,0,0,0,11,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.2,0.4,0.01,0.01,0.03,0.01,0.03
2630,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,27,1992,19,7,819,9.1,2,1,2,0,0,0,0,0.22,0.11,0.33,0.22,0.33,3.7,3.7,1.1,4.9,0.41,0.12,0.53,0.41,0.53
2631,Molla Wagué\Molla-Wague,ml MLI,DF,Nantes,fr Ligue 1,28,1991,9,8,682,7.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.03,0.02,0.03
2632,Moussa Wagué\Moussa-Wague,sn SEN,DF,Barcelona,es La Liga,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2633,Moussa Wagué\Moussa-Wague,sn SEN,DF,Nice,fr Ligue 1,20,1998,5,2,200,2.2,0,2,0,0,0,0,0,0.00,0.90,0.90,0.00,0.90,0.0,0.0,0.2,0.2,0.01,0.09,0.10,0.01,0.10
2634,Wakaso\Wakaso,gh GHA,MF,Alavés,es La Liga,29,1990,16,15,1283,14.3,0,0,0,0,0,12,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.02,0.01,0.03,0.02,0.03
2635,Walace\Walace,br BRA,MF,Udinese,it Serie A,24,1995,20,12,1139,12.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.2,0.07,0.03,0.09,0.07,0.09
