Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
147,Florian Baak,DEU,MF,Hertha BSC,Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ludovic Baal,GUF,DF,Stade Rennais FC,Ligue 1,32,1986,1.4,90,74,16,1,0,7,1,3,0,0,0,0,52,15,23,68,3,4,15,0,70,0,2,0,2
149,Khouma Babacar,SEN,FW,US Sassuolo,Serie A,25,1993,16.5,303,264,39,0,1,59,2,4,0,0,0,0,228,46,29,28,240,17,4,4,248,0,1,4,12
150,Ryan Babel,NLD,FW,Fulham FC,Premier League,31,1986,13.9,515,485,30,7,0,105,17,17,15,6,4,2,373,68,74,36,456,13,4,2,410,2,8,9,25
151,Carlos Bacca,COL,FW,Villarreal CF,La Liga,31,1986,14.1,274,257,17,0,2,49,5,15,0,0,0,0,192,43,39,18,221,23,1,2,192,0,2,18,11
152,Juninho Bacuna,CUW,MF,Huddersfield Town,Premier League,20,1997,15.7,763,694,69,27,7,157,36,13,16,4,2,0,484,105,174,130,575,20,20,3,559,2,26,25,23
153,Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,6.2,168,147,21,8,1,35,6,4,1,0,0,1,81,29,58,15,125,10,11,1,114,2,3,7,5
154,Milan Badelj,HRV,MF,SS Lazio,Serie A,29,1989,12.7,877,849,28,20,1,124,24,9,4,0,0,0,643,98,136,132,680,49,3,3,736,4,9,19,16
155,Holger Badstuber,DEU,DF,VfB Stuttgart,Bundesliga,29,1989,5.8,265,260,5,5,0,35,8,0,0,0,0,0,196,29,40,213,20,24,0,1,241,0,5,0,2
156,Stéphane Bahoken,CMR,FW,SCO Angers,Ligue 1,26,1992,27.4,512,449,63,2,1,109,5,32,0,0,0,0,354,98,60,49,399,24,6,13,349,0,12,15,38
157,Daniel Baier,DEU,MF,FC Augsburg,Bundesliga,34,1984,31.3,1604,1527,77,54,2,267,44,17,0,0,0,0,932,236,436,105,1305,141,20,15,1226,8,31,25,33
158,Leon Bailey,JAM,FW,Bayer 04 Leverkusen,Bundesliga,20,1997,21.3,961,843,118,23,1,198,61,93,71,9,13,2,595,121,245,690,204,32,22,0,637,3,20,20,49
159,Eric Bailly,CIV,DF,Manchester United,Premier League,24,1994,7.1,310,304,6,4,0,51,8,1,0,0,0,0,239,26,45,52,241,8,2,0,267,0,8,1,3
160,Leighton Baines,ENG,DF,Everton FC,Premier League,33,1984,4.2,261,194,67,11,0,43,4,8,8,0,0,0,159,45,57,176,19,16,48,2,206,0,2,5,5
161,Marvin Bakalorz,DEU,MF,Hannover 96,Bundesliga,28,1989,16.3,406,398,8,7,3,96,4,7,0,0,0,0,250,71,85,48,310,30,1,5,305,2,7,12,18
162,Tiemoué Bakayoko,FRA,MF,AC Milan,Serie A,23,1994,25.6,1353,1322,31,31,4,208,26,2,0,0,0,0,1051,185,117,249,980,73,0,5,1177,1,19,27,16
163,Ridle Baku,DEU,MF,1.FSV Mainz 05,Bundesliga,20,1998,10.4,439,428,11,5,0,55,8,8,1,0,0,0,346,49,44,59,351,19,5,2,356,1,6,10,11
164,Fabián Balbuena,PRY,DF,West Ham United,Premier League,26,1991,22.4,838,816,22,21,0,104,13,0,0,0,0,0,569,84,185,119,621,64,1,7,655,2,19,10,15
165,Keita Baldé,SEN,FW,Inter Milan,Serie A,23,1995,9.9,344,337,7,2,0,45,11,36,3,1,1,0,252,40,52,79,251,8,2,3,259,0,9,8,18
166,Gareth Bale,WAL,FW,Real Madrid,La Liga,29,1989,19.8,783,758,25,4,1,120,44,78,0,0,0,0,489,135,159,624,59,60,20,6,569,6,13,12,29
167,Mikel Balenziaga,ESP,DF,Athletic Bilbao,La Liga,30,1988,5.8,230,185,45,2,0,35,3,4,0,0,0,0,120,48,62,150,19,14,43,1,174,0,8,4,6
168,Andrija Balic,HRV,FW,Udinese Calcio,Serie A,20,1997,0.3,25,21,4,3,0,1,3,1,1,0,0,0,18,4,3,2,23,0,0,0,24,0,0,0,0
169,Fodé Ballo-Touré,SEN,DF,LOSC Lille,Ligue 1,21,1997,17.7,775,612,163,14,1,112,11,24,0,0,0,0,471,147,157,511,57,38,149,1,580,1,15,11,28
170,Fodé Ballo-Touré,SEN,DF,AS Monaco,Ligue 1,21,1997,17.7,835,648,187,9,0,152,15,62,0,0,0,0,460,202,173,565,57,23,178,0,633,2,20,10,35
171,Florent Balmont,FRA,MF,Dijon FCO,Ligue 1,38,1980,12.0,711,655,56,37,1,111,22,12,18,4,6,3,515,56,140,41,664,5,1,0,579,2,11,8,17
172,Leon Balogun,NGA,DF,Brighton & Hove Albion,Premier League,30,1988,6.6,218,211,7,3,0,23,8,0,0,0,0,0,147,28,43,28,164,19,4,0,174,1,5,2,4
173,Mario Balotelli,ITA,FW,OGC Nice,Ligue 1,27,1990,8.4,237,221,16,4,2,50,19,5,0,0,0,0,152,34,51,36,182,9,1,4,168,0,7,2,9
174,Mario Balotelli,ITA,FW,Olympique Marseille,Ligue 1,27,1990,10.4,230,209,21,1,0,52,11,1,0,0,0,0,118,59,53,20,180,13,0,12,158,1,8,5,7
175,Abdoulaye Bamba,CIV,DF,SCO Angers,Ligue 1,28,1990,28.6,1276,974,302,16,1,204,12,48,0,0,0,0,714,241,321,99,830,45,286,3,976,2,34,19,42
176,Jonathan Bamba,FRA,FW,LOSC Lille,Ligue 1,22,1996,33.4,1224,1158,66,20,5,267,29,39,21,0,1,0,950,142,132,140,1003,33,24,2,962,1,14,34,55
177,Sol Bamba,CIV,DF,Cardiff City,Premier League,33,1985,27.5,580,561,19,14,1,126,13,3,0,0,0,0,332,92,156,82,385,63,4,2,397,3,27,15,17
178,Yacine Bammou,MAR,FW,SM Caen,Ligue 1,26,1991,10.3,317,311,6,0,0,59,5,22,0,0,0,0,200,54,63,79,191,28,6,8,227,2,4,7,21
179,Éver Banega,ARG,MF,Sevilla FC,La Liga,30,1988,29.6,2208,1966,242,140,2,401,136,42,94,10,8,6,1475,255,478,228,1911,47,7,5,1820,10,29,43,47
180,Mattia Bani,ITA,DF,Chievo Verona,Serie A,24,1993,29.0,1261,1203,58,33,1,165,51,7,0,0,0,0,811,138,312,83,1028,77,25,15,1008,7,31,12,17
181,Leo Baptistão,BRA,FW,RCD Espanyol Barcelona,La Liga,25,1992,13.7,394,379,15,1,2,95,7,11,1,0,0,0,288,65,41,59,290,22,9,5,289,0,8,5,34
182,Antonin Barak,CZE,MF,Udinese Calcio,Serie A,23,1994,3.7,183,174,9,3,0,32,4,3,4,0,0,0,144,22,17,136,34,8,2,2,152,1,3,3,1
183,Federico Barba,ITA,DF,Chievo Verona,Serie A,24,1993,27.6,1309,1134,175,47,0,187,49,28,0,0,0,0,745,198,366,885,189,75,128,6,1021,6,43,13,25
184,Danilo Barbosa,BRA,MF,OGC Nice,Ligue 1,22,1996,17.2,671,659,12,11,1,145,12,4,1,0,0,0,575,52,44,150,490,23,0,2,581,1,11,15,18
185,Enis Bardhi,MKD,MF,Levante UD,La Liga,23,1995,31.5,1211,1113,98,48,6,191,40,43,30,3,2,0,811,172,228,193,962,42,7,4,894,6,24,33,47
186,Francesco Bardi,ITA,GK,Frosinone Calcio,Serie A,26,1992,3.0,74,46,28,13,0,5,1,0,0,0,0,0,31,3,40,2,51,0,0,15,42,1,3,1,0
187,Phil Bardsley,SCO,DF,Burnley FC,Premier League,33,1985,18.6,770,581,189,10,2,154,14,22,0,0,0,0,304,117,349,73,443,50,179,3,523,6,32,6,22
188,Nicolò Barella,ITA,MF,Cagliari Calcio,Serie A,21,1997,34.5,1926,1814,112,44,1,356,83,49,27,2,0,0,1299,295,332,199,1619,63,20,9,1532,3,41,41,56
189,Philipp Bargfrede,DEU,MF,SV Werder Bremen,Bundesliga,29,1989,12.0,580,565,15,14,0,111,12,2,0,0,0,0,415,82,83,75,447,44,0,3,476,1,8,8,12
190,Antonino Barillà,ITA,MF,Parma Calcio 1913,Serie A,30,1988,29.1,848,832,16,7,1,163,13,21,4,0,0,0,557,129,162,594,188,45,3,6,604,8,20,24,43
191,Ross Barkley,ENG,MF,Chelsea FC,Premier League,24,1993,13.8,973,942,31,6,3,204,24,12,0,0,0,0,814,73,86,137,778,32,11,4,881,3,4,16,10
192,Aymen Barkok,MAR,MF,Fortuna Düsseldorf,Bundesliga,20,1998,5.7,233,222,11,8,1,52,10,3,2,1,1,0,163,38,32,38,177,8,0,0,181,0,5,8,10
193,Ashley Barnes,ENG,FW,Burnley FC,Premier League,28,1989,26.5,559,536,23,1,7,170,7,13,1,0,0,0,271,140,148,85,302,89,2,24,346,7,25,10,28
194,Harvey Barnes,ENG,FW,Leicester City,Premier League,20,1997,11.2,344,341,3,1,2,86,4,29,0,0,0,0,247,64,33,62,260,13,1,6,257,0,5,17,19
195,Antonio Barragán,ESP,DF,Real Betis Balompié,La Liga,31,1987,10.4,650,564,86,10,0,75,17,41,0,0,0,0,420,137,93,61,472,32,76,4,540,1,7,16,18
196,Antonio Barreca,ITA,DF,Newcastle United,Premier League,23,1995,0.1,3,3,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,0,1
197,Antonio Barreca,ITA,DF,AS Monaco,Ligue 1,23,1995,6.6,289,208,81,1,0,39,7,13,0,0,0,0,117,90,82,177,9,15,80,0,204,2,10,5,21
198,Leandro Barreiro,LUX,MF,1.FSV Mainz 05,Bundesliga,18,2000,1.0,34,34,0,0,0,7,1,0,0,0,0,0,23,2,9,3,28,1,0,0,22,0,2,2,2
199,Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,16,2001,4.4,115,115,0,0,1,22,1,4,0,0,0,0,84,19,12,15,91,7,0,1,87,0,3,1,6
200,Édgar Barreto,PRY,MF,UC Sampdoria,Serie A,34,1984,8.7,515,502,13,0,1,54,11,7,13,0,0,0,371,68,76,80,404,23,0,4,396,4,4,11,22
201,Musa Barrow,GMB,FW,Atalanta BC,Serie A,19,1998,6.7,248,234,14,0,1,65,9,7,6,3,0,0,206,22,20,35,200,7,0,2,192,0,5,8,4
202,Fin Bartels,DEU,FW,SV Werder Bremen,Bundesliga,31,1987,0.3,5,5,0,0,0,1,1,0,0,0,0,0,3,1,1,0,4,1,0,0,3,0,0,0,0
203,Marc Bartra,ESP,DF,Real Betis Balompié,La Liga,27,1991,32.5,2254,2192,62,59,5,228,59,3,0,0,0,0,1739,160,355,188,1934,90,3,9,1993,5,33,19,25
204,Andrea Barzagli,ITA,DF,Juventus FC,Serie A,37,1981,2.9,205,201,4,1,0,15,16,0,0,0,0,0,148,17,40,31,154,12,3,0,183,1,1,3,3
205,Daniele Baselli,ITA,MF,Torino FC,Serie A,26,1992,26.4,1245,1139,106,46,2,193,57,48,49,9,9,1,788,191,266,131,1001,78,1,9,973,6,22,15,48
206,Toma Basic,HRV,MF,FC Girondins Bordeaux,Ligue 1,21,1996,14.8,620,554,66,32,2,156,38,20,29,8,2,0,407,68,145,503,60,31,3,1,480,2,12,9,9
207,Thomas Basila,FRA,DF,FC Nantes,Ligue 1,19,1999,1.0,26,25,1,1,0,2,1,0,0,0,0,0,18,3,5,3,20,2,0,0,22,0,0,0,0
208,Borja Bastón,ESP,FW,Deportivo Alavés,La Liga,25,1992,16.0,321,304,17,0,1,83,2,1,0,0,0,0,172,76,73,26,211,37,1,10,208,0,10,7,21
209,Alessandro Bastoni,ITA,DF,Parma Calcio 1913,Serie A,19,1999,18.8,610,561,49,37,2,103,27,2,0,0,0,0,409,78,123,469,82,34,12,3,509,1,11,4,8
210,Bastos,AGO,DF,SS Lazio,Serie A,27,1991,12.7,550,527,23,11,0,91,18,3,0,0,0,0,405,54,91,169,348,14,12,0,469,2,12,5,7
211,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,24,1993,8.3,162,158,4,0,0,55,3,3,0,0,0,0,99,34,29,44,96,7,0,8,111,1,2,5,10
212,Michy Batshuayi,BEL,FW,Valencia CF,La Liga,24,1993,5.9,140,135,5,1,0,28,3,3,0,0,0,0,99,22,19,32,90,10,0,5,106,1,4,2,7
213,Robert Bauer,DEU,DF,1.FC Nuremberg,Bundesliga,23,1995,19.1,827,627,200,22,0,98,22,28,12,0,4,0,450,128,249,103,516,37,166,1,594,4,23,32,29
214,Oliver Baumann,DEU,GK,TSG 1899 Hoffenheim,Bundesliga,28,1990,33.0,1289,954,335,93,2,98,34,0,0,0,0,0,769,70,450,212,848,0,0,183,1015,4,38,4,4
215,Timo Baumgartl,DEU,DF,VfB Stuttgart,Bundesliga,22,1996,18.0,865,800,65,49,1,114,26,3,0,0,0,0,610,84,171,78,694,58,16,5,717,2,12,5,13
216,Julian Baumgartlinger,AUT,MF,Bayer 04 Leverkusen,Bundesliga,30,1988,17.3,1394,1351,43,37,2,222,55,2,2,0,0,0,1113,130,151,237,1087,44,4,4,1249,1,15,16,18
217,Christoph Baumgartner,AUT,MF,TSG 1899 Hoffenheim,Bundesliga,18,1999,0.9,36,36,0,0,0,7,1,1,0,0,0,0,24,5,7,4,30,1,0,0,23,0,2,3,2
218,Jon Bautista,ESP,FW,Real Sociedad,La Liga,23,1995,6.6,136,127,9,0,0,49,0,2,0,0,0,0,69,30,37,19,61,21,0,2,83,2,2,3,2
219,Paul Baysse,FRA,DF,FC Girondins Bordeaux,Ligue 1,30,1988,0.8,34,32,2,2,0,6,1,0,0,0,0,0,17,5,12,10,17,4,0,1,25,0,3,0,1
220,Paul Baysse,FRA,DF,SM Caen,Ligue 1,30,1988,19.9,813,776,37,29,1,110,43,0,0,0,0,0,524,87,202,105,613,67,8,3,662,1,19,12,5
221,Noah Joel Sarenren Bazee,NGA,FW,Hannover 96,Bundesliga,21,1996,1.7,22,22,0,0,0,3,2,3,0,0,0,0,16,4,2,5,17,0,0,0,11,0,3,1,2
222,Claudio Beauvue,GLP,FW,SM Caen,Ligue 1,30,1988,16.7,389,367,22,2,1,87,10,26,0,0,0,0,217,83,89,73,227,42,9,8,248,1,9,12,23
223,Bebé,PRT,FW,Rayo Vallecano,La Liga,28,1990,14.5,527,495,32,5,1,107,38,75,10,2,3,0,281,98,148,96,373,22,15,7,317,3,26,15,42
224,Bebé,PRT,MF,SD Eibar,La Liga,28,1990,0.7,32,31,1,0,0,5,2,5,0,0,0,0,16,2,14,6,22,3,1,0,20,0,1,0,2
225,Ihlas Bebou,TGO,FW,Hannover 96,Bundesliga,24,1994,11.8,442,398,44,1,4,74,14,27,6,0,0,0,271,87,84,33,336,23,36,3,295,3,12,17,20
226,Uffe Bech,DNK,FW,Hannover 96,Bundesliga,25,1993,0.2,11,10,1,0,0,2,0,2,0,0,0,0,3,4,4,6,2,2,1,0,8,0,0,0,1
227,Andreas Beck,DEU,DF,VfB Stuttgart,Bundesliga,31,1987,19.7,868,693,175,6,1,147,10,30,0,0,0,0,406,203,259,134,512,39,169,4,615,2,16,14,37
228,Jan Bednarek,POL,DF,Southampton FC,Premier League,22,1996,23.9,849,774,75,20,1,149,12,1,0,0,0,0,471,90,288,101,560,95,55,3,591,3,22,10,12
229,Andrea Beghetto,ITA,DF,Frosinone Calcio,Serie A,23,1994,24.7,1095,876,219,11,2,139,53,139,25,5,8,1,394,211,490,774,119,13,183,2,696,2,14,20,75
230,Asmir Begovic,BIH,GK,AFC Bournemouth,Premier League,31,1987,24.0,633,390,243,70,0,43,12,0,1,0,0,0,282,22,329,77,414,0,0,120,431,2,21,6,0
231,Valon Behrami,CHE,MF,Udinese Calcio,Serie A,33,1985,15.1,492,453,39,34,0,68,9,1,0,0,0,0,365,53,74,52,381,35,5,4,396,1,11,6,9
232,Hanno Behrens,DEU,MF,1.FC Nuremberg,Bundesliga,28,1990,29.3,909,886,23,20,1,190,5,6,0,0,0,0,542,149,218,160,575,105,3,6,620,5,14,12,33
233,Ishak Belfodil,DZA,FW,TSG 1899 Hoffenheim,Bundesliga,26,1992,20.7,455,435,20,0,1,83,3,26,1,0,0,0,287,120,48,31,351,41,6,10,326,2,8,18,10
234,Stefan Bell,DEU,DF,1.FSV Mainz 05,Bundesliga,26,1991,25.0,1211,1181,30,30,1,152,48,8,0,0,0,0,780,147,284,143,952,78,0,7,969,7,22,14,21
235,Karim Bellarabi,DEU,FW,Bayer 04 Leverkusen,Bundesliga,28,1990,11.7,493,483,10,1,1,100,13,57,0,0,0,0,341,69,83,32,439,11,9,1,342,3,5,15,35
236,Héctor Bellerín,ESP,DF,Arsenal FC,Premier League,23,1995,17.0,947,816,131,6,6,146,3,39,0,0,0,0,628,192,127,99,668,42,125,2,794,1,12,19,30
237,Andrea Belotti,ITA,FW,Torino FC,Serie A,24,1993,36.7,809,790,19,3,3,225,16,30,0,0,0,0,477,194,138,116,500,82,1,14,529,8,18,23,45
238,Fran Beltrán,ESP,MF,Celta de Vigo,La Liga,19,1999,16.9,884,869,15,14,1,138,21,4,0,0,0,0,712,90,82,84,760,33,1,3,798,3,9,9,10
239,Hatem Ben Arfa,FRA,MF,Stade Rennais FC,Ligue 1,31,1987,22.6,926,781,145,46,7,229,45,25,54,9,2,2,713,102,111,768,128,10,17,2,747,6,21,12,27
240,Wissam Ben Yedder,FRA,FW,Sevilla FC,La Liga,27,1990,31.2,788,748,40,2,5,188,10,44,0,0,0,0,522,159,107,373,328,50,9,4,578,4,26,21,37
241,Diego Benaglio,CHE,GK,AS Monaco,Ligue 1,34,1983,22.9,618,398,220,61,0,33,10,0,0,0,0,0,351,31,236,39,445,0,0,105,459,1,18,0,2
242,Marco Benassi,ITA,MF,ACF Fiorentina,Serie A,23,1994,25.4,837,813,24,4,3,130,15,31,0,0,0,0,566,140,131,178,593,40,18,3,632,2,19,23,32
243,Medhi Benatia,MAR,DF,Juventus FC,Serie A,31,1987,5.0,324,319,5,3,0,23,20,0,0,0,0,0,248,16,60,22,274,20,2,1,292,0,6,2,2
244,Lars Bender,DEU,DF,Bayer 04 Leverkusen,Bundesliga,29,1989,15.1,944,828,116,20,0,128,16,15,1,0,0,0,648,163,133,84,695,53,95,3,785,2,17,13,26
245,Sven Bender,DEU,DF,Bayer 04 Leverkusen,Bundesliga,29,1989,22.1,1647,1616,31,30,1,202,34,0,0,0,0,0,1370,114,163,257,1280,79,1,4,1499,5,25,7,6
246,Lászlo Bénes,SVK,MF,Borussia Mönchengladbach,Bundesliga,20,1997,0.3,17,17,0,0,0,3,1,0,0,0,0,0,7,3,7,13,3,1,0,0,11,0,0,1,1
247,Nicolas Benezet,FRA,MF,EA Guingamp,Ligue 1,27,1991,18.5,911,783,128,40,1,186,24,57,66,1,1,0,551,166,194,281,565,39,14,3,624,3,30,30,40
248,Walter Benítez,ARG,GK,OGC Nice,Ligue 1,25,1993,35.0,1143,751,392,86,0,79,22,0,0,0,0,0,679,70,394,88,819,0,0,199,895,3,18,6,2
249,Ismaël Bennacer,DZA,MF,FC Empoli,Serie A,20,1997,32.9,1997,1804,193,90,6,341,95,20,70,11,10,9,1394,265,338,1658,235,71,7,5,1664,6,26,45,29
250,Joe Bennett,ENG,DF,Cardiff City,Premier League,28,1990,29.3,947,715,232,33,0,153,20,26,1,0,0,0,445,173,329,619,34,75,198,1,640,2,31,24,34
251,Ryan Bennett,ENG,DF,Wolverhampton Wanderers,Premier League,28,1990,34.0,1387,1320,67,15,1,186,42,4,0,0,0,0,888,149,350,139,1031,116,52,4,1095,4,30,11,7
252,Yassine Benrahou,FRA,MF,FC Girondins Bordeaux,Ligue 1,19,1999,2.0,111,100,11,3,0,15,2,5,8,5,3,0,77,14,20,87,21,3,0,0,81,0,3,2,5
253,Ramy Bensebaini,DZA,DF,Stade Rennais FC,Ligue 1,23,1995,23.9,1267,1039,228,27,0,235,32,29,0,0,0,0,770,200,297,767,213,57,201,6,991,4,35,22,45
254,Nabil Bentaleb,DZA,MF,FC Schalke 04,Bundesliga,23,1994,19.9,959,898,61,35,2,110,34,14,19,0,0,0,631,133,195,724,134,73,4,4,740,7,29,11,20
255,Rodrigo Bentancur,URY,MF,Juventus FC,Serie A,21,1997,22.3,1239,1220,19,13,2,180,44,16,1,0,0,0,1008,87,144,197,972,43,5,2,1072,1,16,27,20
256,Christian Benteke,BEL,FW,Crystal Palace,Premier League,27,1990,9.0,243,231,12,1,2,91,6,2,0,0,0,0,96,56,91,16,118,42,0,6,139,0,5,9,7
257,Karim Benzema,FRA,FW,Real Madrid,La Liga,30,1987,32.8,1212,1135,77,7,16,287,35,31,2,0,0,0,958,165,89,191,966,24,4,11,1011,5,10,28,41
258,Yassine Benzia,DZA,MF,LOSC Lille,Ligue 1,23,1994,1.8,100,98,2,1,0,18,5,2,0,0,0,0,71,15,14,12,86,2,0,0,81,0,2,0,2
259,Domenico Berardi,ITA,FW,US Sassuolo,Serie A,23,1994,31.9,1333,1241,92,29,5,235,42,65,57,2,9,2,912,183,238,1070,203,31,4,9,955,4,38,28,78
260,Yuri Berchiche,ESP,DF,Athletic Bilbao,La Liga,28,1990,34.7,1734,1436,298,26,0,308,38,85,2,0,0,0,1002,391,341,1225,113,83,270,3,1392,4,29,31,53
261,Álex Berenguer,ESP,MF,Torino FC,Serie A,23,1995,16.5,753,627,126,21,2,105,29,60,33,1,3,0,428,142,183,106,526,38,70,3,529,2,30,15,32
262,Bartosz Bereszynski,POL,DF,UC Sampdoria,Serie A,26,1992,24.4,1586,1336,250,41,0,208,19,42,0,0,0,0,1111,270,205,97,1219,45,209,1,1304,3,24,40,55
263,Jóhann Berg Gudmundsson,ISL,MF,Burnley FC,Premier League,27,1990,19.5,610,533,77,29,1,160,46,65,43,3,4,1,357,72,181,483,73,35,5,2,407,6,13,15,23
264,Markel Bergara,ESP,MF,Getafe CF,La Liga,32,1986,0.6,21,20,1,0,0,3,0,1,0,0,0,0,14,3,4,0,17,4,0,0,15,1,1,0,1
265,Robert Beric,SVN,FW,AS Saint-Étienne,Ligue 1,27,1991,13.1,194,172,22,0,1,41,0,5,0,0,0,0,129,31,34,19,137,17,1,7,137,0,2,7,9
266,Etrit Berisha,ALB,GK,Atalanta BC,Serie A,29,1989,18.0,476,310,166,37,0,31,11,0,0,0,0,0,213,40,223,284,92,1,0,94,343,0,10,0,0
267,Valon Berisha,XXK,MF,SS Lazio,Serie A,25,1993,2.2,152,143,9,2,0,20,4,0,7,0,0,0,117,15,20,12,127,12,0,1,123,1,1,3,2
268,Bernard,BRA,FW,Everton FC,Premier League,25,1992,23.5,867,854,13,3,1,196,17,44,4,0,0,0,610,133,124,239,594,20,6,7,633,2,22,29,45
269,Federico Bernardeschi,ITA,FW,Juventus FC,Serie A,24,1994,16.4,713,640,73,13,5,118,45,47,47,3,7,1,491,78,144,631,50,14,7,8,548,3,19,11,24
270,Bernardo,BRA,DF,Brighton & Hove Albion,Premier League,23,1995,19.5,1014,792,222,13,0,137,16,23,0,0,0,0,531,183,300,656,64,61,209,2,735,2,26,28,33
271,Paul Bernardoni,FRA,GK,Nîmes Olympique,Ligue 1,21,1997,38.0,1113,663,450,160,0,50,24,0,0,0,0,0,355,39,719,743,143,2,0,162,627,3,47,1,6
272,Juan Bernat,ESP,DF,Paris Saint-Germain,Ligue 1,25,1993,20.4,1202,1082,120,19,2,210,11,47,5,2,0,1,961,158,83,1037,39,20,96,2,1063,4,9,14,25
273,Antoine Bernede,FRA,MF,Paris Saint-Germain,Ligue 1,19,1999,1.9,166,165,1,0,0,26,1,0,0,0,0,0,158,4,4,34,129,2,1,0,158,0,2,0,0
274,Dimitry Bertaud,FRA,GK,Montpellier HSC,Ligue 1,20,1998,1.0,36,18,18,5,0,2,1,0,0,0,0,0,7,2,27,0,31,0,0,3,18,0,1,0,1
275,Ryan Bertrand,ENG,DF,Southampton FC,Premier League,28,1989,24.0,1094,830,264,23,1,167,32,51,30,8,7,1,553,214,327,694,80,79,211,8,795,6,27,17,45
276,Daniel Bessa,ITA,MF,Genoa CFC,Serie A,25,1993,27.1,1106,1033,73,13,4,256,40,46,29,2,1,0,841,114,151,95,953,29,14,5,899,4,17,22,41
277,Marcus Bettinelli,ENG,GK,Fulham FC,Premier League,26,1992,7.0,237,151,86,22,0,15,8,0,0,0,0,0,90,4,143,5,195,2,0,28,154,4,12,2,1
278,Jordan Beyer,DEU,DF,Borussia Mönchengladbach,Bundesliga,18,2000,8.0,465,419,46,7,0,45,17,2,0,0,0,0,365,41,59,54,356,10,39,1,405,1,7,9,8
279,Jonathan Biabiany,FRA,FW,Parma Calcio 1913,Serie A,30,1988,11.9,325,313,12,0,2,96,7,12,0,0,0,0,204,51,70,27,249,26,12,0,238,1,7,10,11
280,Giulian Biancone,FRA,DF,AS Monaco,Ligue 1,18,2000,1.0,48,37,11,1,0,9,1,1,0,0,0,0,23,11,14,6,28,2,10,1,35,0,0,0,1
281,Ermin Bicakcic,BIH,DF,TSG 1899 Hoffenheim,Bundesliga,28,1990,19.9,1171,1129,42,26,1,157,14,6,0,0,0,0,931,113,127,316,743,73,16,2,1033,3,12,15,17
282,Pedro Bigas,ESP,DF,SD Eibar,La Liga,27,1990,6.5,307,295,12,11,0,39,13,0,0,0,0,0,184,30,93,146,110,41,1,1,249,4,5,2,2
283,Lucas Biglia,ARG,MF,AC Milan,Serie A,32,1986,12.4,825,785,40,36,0,94,32,2,1,0,0,0,627,92,106,179,602,34,2,3,753,2,5,15,8
284,Philip Billing,DNK,MF,Huddersfield Town,Premier League,22,1996,24.3,1251,1110,141,14,2,263,49,74,1,1,0,0,761,138,352,835,151,76,125,3,912,2,40,33,28
285,Cristiano Biraghi,ITA,DF,ACF Fiorentina,Serie A,25,1992,35.5,1958,1488,470,69,3,226,75,139,85,20,17,4,950,371,637,1316,215,90,316,5,1379,5,51,35,81
286,Davide Biraschi,ITA,DF,Genoa CFC,Serie A,24,1994,31.6,1288,1114,174,44,5,214,13,29,1,0,1,0,614,160,514,56,986,89,129,3,849,9,35,17,38
287,Valter Birsa,SVN,MF,Cagliari Calcio,Serie A,31,1986,3.9,244,215,29,4,0,41,14,11,20,8,9,0,159,30,55,173,62,8,0,0,192,1,4,4,6
288,Valter Birsa,SVN,MF,Chievo Verona,Serie A,31,1986,12.2,564,505,59,20,5,82,29,25,30,0,0,0,367,65,132,371,160,23,4,1,408,6,13,9,31
289,Yves Bissouma,MLI,MF,Brighton & Hove Albion,Premier League,21,1996,19.7,727,700,27,3,1,132,19,5,3,0,1,0,544,93,90,72,591,40,3,7,596,5,13,16,16
290,Leonardo Bittencourt,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,24,1993,11.9,492,460,32,8,0,91,14,25,19,0,2,0,326,77,89,98,355,30,5,3,363,3,13,11,26
291,Álex Blanco,ESP,FW,Deportivo Alavés,La Liga,19,1998,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,1,0,6,0,0,0,0,4,0,1,0,0
292,Rubén Blanco,ESP,GK,Celta de Vigo,La Liga,23,1995,25.0,813,502,311,91,1,48,24,0,0,0,0,0,325,35,453,105,557,3,0,113,529,3,24,3,2
293,Ludovic Blas,FRA,MF,EA Guingamp,Ligue 1,20,1997,26.4,939,929,10,4,5,217,35,19,0,0,0,0,639,111,189,732,109,67,3,2,716,3,21,17,30
294,Pablo de Blasis,ARG,FW,1.FSV Mainz 05,Bundesliga,30,1988,1.0,29,29,0,0,0,0,1,3,0,0,0,0,17,3,9,6,21,2,0,0,14,1,0,2,3
295,Pablo de Blasis,ARG,DF,SD Eibar,La Liga,30,1988,16.9,793,691,102,7,5,94,19,55,0,0,0,0,373,182,238,124,506,49,95,1,554,2,13,21,33
