Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribSucc,DribAtt,DribSucc%,DribPl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,PR_Prog
1977,Francisco Portillo,ESP,MF,Getafe CF,La Liga,28,1990,22.2,1039,11,126,530,468,31,1013,45,77,58.4,46,0,874,4041,1927,90,49,3,28,57,961,751,78.1,135
1978,Portu,ESP,FW,Girona FC,La Liga,26,1992,31.3,1055,4,86,475,585,144,1035,35,74,47.3,42,2,834,4297,2674,163,49,24,69,72,1388,804,57.9,307
1979,Stefan Posch,AUT,DF,TSG 1899 Hoffenheim,Bundesliga,21,1997,15.6,1171,104,527,656,60,8,1151,1,1,100.0,1,0,779,4487,2354,75,11,0,4,8,828,816,98.6,9
1980,Sergio Postigo,ESP,DF,Levante UD,La Liga,29,1988,16.1,659,123,362,314,22,12,635,2,3,66.7,2,0,341,1912,1188,28,1,0,4,2,326,315,96.6,8
1981,Yussuf Poulsen,DNK,FW,RB Leipzig,Bundesliga,24,1994,27.2,1228,30,77,637,589,137,1207,32,66,48.5,34,4,764,2867,1567,77,31,15,110,59,1650,955,57.9,358
1982,Maxime Poundjé,FRA,DF,FC Girondins Bordeaux,Ligue 1,25,1992,28.2,1722,65,486,920,441,15,1435,17,31,54.8,17,1,1040,5963,3638,161,64,4,23,14,1071,991,92.5,29
1983,Gaëtan Poussin,FRA,GK,FC Girondins Bordeaux,Ligue 1,19,1999,1.0,37,31,36,1,0,0,18,0,0,,0,0,14,71,46,0,0,0,0,0,10,10,100.0,0
1984,José Pozo,ESP,MF,Rayo Vallecano,La Liga,22,1996,18.0,971,13,126,567,390,46,949,57,83,68.7,62,0,859,4878,2951,152,55,12,36,57,905,765,84.5,137
1985,Dennis Praet,BEL,MF,UC Sampdoria,Serie A,24,1994,32.1,2220,70,391,1177,807,76,2134,53,86,61.6,55,2,1703,7664,4296,218,79,18,33,37,1792,1613,90.0,160
1986,Sanjin Prcic,BIH,MF,Levante UD,La Liga,24,1993,5.9,346,20,86,221,62,0,342,6,7,85.7,6,1,211,1200,583,24,9,0,3,3,207,198,95.7,7
1987,Sanjin Prcic,BIH,MF,RC Strasbourg Alsace,Ligue 1,24,1993,11.7,857,26,193,556,169,6,801,10,13,76.9,12,0,602,3349,1776,67,19,1,7,6,619,584,94.3,16
1988,Nicolas de Préville,FRA,FW,FC Girondins Bordeaux,Ligue 1,27,1991,14.1,757,23,106,389,341,46,706,30,58,51.7,36,1,553,3400,1802,93,38,12,40,45,668,509,76.2,132
1989,Edgar Prib,DEU,MF,Hannover 96,Bundesliga,28,1989,2.2,136,2,15,72,61,4,115,4,4,100.0,4,0,87,537,301,14,5,1,4,1,91,80,87.9,9
1990,Alex Pritchard,ENG,MF,Huddersfield Town,Premier League,25,1993,23.1,1293,10,97,613,657,86,1226,33,67,49.3,39,2,990,4234,1951,111,41,21,54,54,1294,897,69.3,201
1991,Sebastian Prödl,AUT,DF,Watford FC,Premier League,31,1987,0.1,3,0,2,1,0,0,3,0,0,,0,0,3,28,1,0,0,0,0,0,3,3,100.0,0
1992,Quincy Promes,NLD,DF,Sevilla FC,La Liga,26,1992,17.6,1136,31,255,483,479,78,1009,35,49,71.4,37,0,805,4233,2840,144,34,32,36,19,905,736,81.3,112
1993,Davy Pröpper,NLD,MF,Brighton & Hove Albion,Premier League,26,1991,28.3,1527,50,348,939,339,42,1514,36,52,69.2,40,0,1063,5357,2475,100,28,2,34,28,1108,975,88.0,81
1994,Silvio Proto,BEL,GK,SS Lazio,Serie A,35,1983,2.0,72,68,72,0,0,0,46,0,0,,0,0,32,164,72,0,0,0,0,0,30,30,100.0,0
1995,Ivan Provedel,ITA,GK,FC Empoli,Serie A,24,1994,16.0,529,503,529,0,0,0,342,0,0,,0,0,216,1063,658,0,0,0,1,0,157,157,100.0,0
1996,Javi Puado,ESP,FW,RCD Espanyol Barcelona,La Liga,20,1998,4.0,144,9,37,48,69,21,140,4,9,44.4,4,0,96,691,411,16,5,3,12,7,164,92,56.1,33
1997,Manuel Pucciarelli,ITA,FW,Chievo Verona,Serie A,27,1991,3.4,134,1,16,74,53,4,130,2,6,33.3,2,0,104,452,214,11,5,1,10,8,135,95,70.4,12
1998,Riqui Puig,ESP,MF,FC Barcelona,La Liga,18,1999,1.7,132,1,14,97,30,2,132,1,1,100.0,1,1,105,633,307,14,2,2,3,3,121,109,90.1,7
1999,Erick Pulgar,CHL,MF,Bologna FC 1909,Serie A,24,1994,26.2,1880,99,449,1075,456,15,1622,22,32,68.8,24,2,1105,5181,2623,96,24,1,18,21,1035,995,96.1,22
2000,Jorge Pulido,ESP,DF,SD Huesca,La Liga,27,1991,30.9,1448,186,661,670,177,41,1296,7,14,50.0,8,0,685,3406,1761,62,15,1,15,9,713,648,90.9,43
2001,Christian Pulisic,USA,FW,Borussia Dortmund,Bundesliga,19,1998,10.4,737,10,77,370,370,71,703,46,67,68.7,50,4,642,3325,2068,111,33,19,44,49,666,576,86.5,77
2002,Jason Puncheon,ENG,MF,Huddersfield Town,Premier League,32,1986,4.2,265,5,35,144,106,5,248,8,13,61.5,8,0,196,1079,436,26,13,0,8,7,228,171,75.0,24
2003,Jason Puncheon,ENG,MF,Crystal Palace,Premier League,32,1986,0.1,14,0,1,8,5,0,14,0,0,,0,0,10,60,14,1,0,0,1,1,11,8,72.7,1
2004,Ignacio Pussetto,ARG,FW,Udinese Calcio,Serie A,22,1995,24.2,1146,37,177,567,503,112,1080,51,99,51.5,53,2,765,3767,2338,109,41,16,72,61,1146,732,63.9,229
2005,Fabio Quagliarella,ITA,FW,UC Sampdoria,Serie A,35,1983,35.5,1369,22,116,568,743,204,1278,35,61,57.4,39,4,965,3104,1038,62,15,14,80,60,1799,1009,56.1,406
2006,Robin Quaison,SWE,FW,1.FSV Mainz 05,Bundesliga,24,1993,24.4,703,7,46,324,384,98,687,30,60,50.0,33,1,570,2565,1294,63,24,13,50,43,928,526,56.7,198
2007,Collin Quaner,DEU,FW,Huddersfield Town,Premier League,27,1991,0.4,20,0,1,7,14,0,20,0,0,,0,0,18,87,59,3,1,0,2,1,26,18,69.2,6
2008,Domingos Quina,PRT,MF,Watford FC,Premier League,18,1999,3.8,282,7,49,191,64,3,281,8,15,53.3,9,0,229,1240,503,22,7,0,4,4,213,202,94.8,7
2009,Xavi Quintillà,ESP,DF,Villarreal CF,La Liga,21,1996,7.0,427,28,143,202,99,5,341,0,2,0.0,0,0,205,866,477,21,8,1,3,1,255,242,94.9,9
2010,Dani Raba,ESP,MF,Villarreal CF,La Liga,22,1995,2.1,120,0,15,60,52,5,113,0,2,0.0,0,0,77,346,110,4,1,1,3,5,99,84,84.8,18
2011,Adrien Rabiot,FRA,MF,Paris Saint-Germain,Ligue 1,23,1995,11.8,1160,36,256,796,225,10,1149,21,31,67.7,22,0,965,5909,3520,114,40,3,11,9,978,938,95.9,32
2012,Nemanja Radonjic,SRB,FW,Olympique Marseille,Ligue 1,22,1996,7.6,272,2,28,109,168,38,271,13,23,56.5,13,0,212,1338,861,38,17,9,21,18,318,206,64.8,65
2013,Ivan Radovanovic,SRB,MF,Chievo Verona,Serie A,29,1988,19.0,1188,53,338,799,139,5,1137,9,10,90.0,9,0,824,3684,1857,66,21,0,6,7,818,786,96.1,10
2014,Ivan Radovanovic,SRB,MF,Genoa CFC,Serie A,29,1988,14.2,811,26,188,546,122,4,768,6,6,100.0,6,0,524,2813,1366,64,17,0,4,5,488,466,95.5,12
2015,Ionut Radu,ROU,GK,Genoa CFC,Serie A,21,1997,33.0,1045,895,1039,8,0,0,630,4,4,100.0,4,0,410,1991,1317,0,0,0,0,0,304,303,99.7,0
2016,Stefan Radu,ROU,DF,SS Lazio,Serie A,31,1986,24.9,1556,103,563,843,282,17,1473,6,11,54.5,6,0,1021,6231,3882,132,44,2,11,13,980,956,97.6,16
2017,Rafael,BRA,DF,Olympique Lyon,Ligue 1,28,1990,11.4,861,39,240,460,235,9,749,16,25,64.0,17,0,570,3247,2060,85,29,3,8,10,565,533,94.3,20
2018,Raffael,BRA,FW,Borussia Mönchengladbach,Bundesliga,33,1985,6.0,290,2,19,133,162,33,277,10,16,62.5,11,0,241,1035,561,37,12,6,13,21,302,224,74.2,65
2019,Rafinha,BRA,FW,FC Barcelona,La Liga,25,1993,2.5,189,4,25,101,81,3,186,2,7,28.6,3,0,149,713,311,26,6,1,3,5,166,147,88.6,16
2020,Rafinha,BRA,DF,Bayern Munich,Bundesliga,32,1985,10.0,947,22,212,529,263,7,870,6,12,50.0,6,1,712,2618,1447,62,25,0,3,5,735,702,95.5,25
2021,Andrea Raggi,ITA,DF,AS Monaco,Ligue 1,34,1984,5.5,281,11,106,146,43,2,234,0,2,0.0,0,0,153,698,390,14,1,0,2,1,185,164,88.6,10
2022,Abdul Rahman Baba,GHA,DF,Stade Reims,Ligue 1,24,1994,10.7,701,45,261,350,131,12,598,8,19,42.1,10,1,404,2101,1165,49,8,4,9,12,396,379,95.7,10
2023,Abdul Rahman Baba,GHA,DF,FC Schalke 04,Bundesliga,24,1994,1.8,112,3,22,68,34,1,95,1,2,50.0,1,0,73,481,332,13,8,0,3,4,66,62,93.9,3
2024,Ivan Rakitic,HRV,MF,FC Barcelona,La Liga,30,1988,29.4,2865,71,567,1822,678,33,2810,28,45,62.2,31,2,2297,9954,5145,212,80,3,12,24,2468,2334,94.6,87
2025,Joe Ralls,ENG,MF,Cardiff City,Premier League,24,1993,21.8,1045,36,190,595,299,19,932,4,5,80.0,4,0,575,2573,1312,65,27,3,12,14,630,513,81.4,24
2026,Jonás Ramalho,ESP,DF,Girona FC,La Liga,25,1993,18.0,975,102,480,420,141,9,907,3,10,30.0,3,0,637,3145,1730,47,17,0,6,9,645,612,94.9,22
2027,Benito Raman,BEL,MF,Fortuna Düsseldorf,Bundesliga,23,1994,18.7,761,17,130,333,377,83,741,40,85,47.1,47,4,595,3510,2158,122,39,27,36,49,699,495,70.8,159
2028,Adil Rami,FRA,DF,Olympique Marseille,Ligue 1,32,1985,15.7,982,91,562,430,41,24,960,3,4,75.0,3,0,631,3056,1734,37,6,0,2,3,648,626,96.6,16
2029,Gastón Ramírez,URY,MF,UC Sampdoria,Serie A,27,1990,17.5,1118,31,165,523,495,53,1043,24,44,54.5,26,1,780,3083,1539,76,29,5,29,47,1073,816,76.0,141
2030,Sandro Ramírez,ESP,FW,Real Sociedad,La Liga,23,1995,11.7,559,9,61,240,299,59,514,13,31,41.9,14,0,388,1747,866,44,17,8,37,16,547,372,68.0,102
2031,Iván Ramis,ESP,DF,SD Eibar,La Liga,33,1984,18.6,965,70,387,609,32,19,934,4,4,100.0,4,0,533,3231,1465,54,3,0,2,0,534,513,96.1,18
2032,Chris Ramos,ESP,FW,Real Valladolid CF,La Liga,21,1997,0.7,16,1,2,5,9,2,16,0,0,,0,0,3,0,0,0,0,0,3,1,30,10,33.3,6
2033,Sergio Ramos,ESP,DF,Real Madrid,La Liga,32,1986,27.5,2192,207,1046,1171,108,42,2125,5,9,55.6,6,0,1550,8072,4435,83,12,0,4,3,1657,1583,95.5,30
2034,Aaron Ramsey,WAL,MF,Arsenal FC,Premier League,27,1990,14.8,971,11,122,519,399,77,948,12,21,57.1,14,1,805,3865,2005,93,38,5,36,35,953,769,80.7,146
2035,Kayne Ramsay,ENG,DF,Southampton FC,Premier League,17,2000,1.0,27,6,17,10,0,0,24,0,0,,0,0,11,26,3,0,0,0,0,0,8,8,100.0,0
2036,Andrea Ranocchia,ITA,DF,Inter Milan,Serie A,30,1988,0.7,39,2,19,16,6,3,39,0,0,,0,0,19,83,65,2,0,0,0,0,41,28,68.3,6
2037,Marcus Rashford,ENG,FW,Manchester United,Premier League,20,1997,25.9,1128,22,95,451,660,165,1065,48,90,53.3,52,5,858,3845,2178,123,36,26,74,64,1340,851,63.5,269
2038,Milot Rashica,XXK,FW,SV Werder Bremen,Bundesliga,22,1996,17.2,786,15,76,252,521,91,734,39,72,54.2,43,4,633,3507,2061,115,27,31,36,56,829,550,66.3,180
2039,Jacob Rasmussen,DNK,DF,FC Empoli,Serie A,21,1997,11.3,772,82,413,365,38,8,744,1,2,50.0,1,1,478,2060,1199,25,6,0,2,2,489,478,97.8,9
2040,Giacomo Raspadori,ITA,DF,US Sassuolo,Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
2041,Yoric Ravet,FRA,MF,SC Freiburg,Bundesliga,28,1989,0.8,44,3,6,14,25,2,38,1,1,100.0,1,0,28,90,45,4,1,0,1,5,35,24,68.6,6
2042,Tim Ream,USA,DF,Fulham FC,Premier League,30,1987,22.7,1220,132,600,654,21,2,1201,6,7,85.7,6,0,766,3412,1995,47,3,0,1,3,775,760,98.1,2
2043,Ante Rebic,HRV,FW,Eintracht Frankfurt,Bundesliga,24,1993,22.0,900,4,36,380,559,129,884,48,93,51.6,58,2,710,3408,2020,119,40,24,77,76,1195,687,57.5,285
2044,Pedro Rebocho,PRT,DF,EA Guingamp,Ligue 1,23,1995,36.0,2424,114,725,1109,746,26,1884,29,41,70.7,32,1,1359,7692,4319,170,66,7,20,28,1290,1193,92.5,60
2045,Arkadiusz Reca,POL,DF,Atalanta BC,Serie A,23,1995,0.5,43,0,9,14,23,2,40,2,6,33.3,3,0,34,143,88,6,0,1,0,0,33,30,90.9,4
2046,Recio,ESP,MF,CD Leganés,La Liga,27,1991,14.3,782,20,144,541,142,6,766,9,14,64.3,9,0,541,2543,1088,49,20,3,5,11,562,508,90.4,12
2047,Nathan Redmond,ENG,FW,Southampton FC,Premier League,24,1994,36.3,1666,28,184,680,970,164,1632,107,177,60.5,116,9,1391,8215,4884,262,81,71,86,75,1807,1231,68.1,310
2048,Vasco Regini,ITA,DF,SPAL,Serie A,27,1990,0.9,56,5,27,25,6,0,49,0,0,,0,0,30,226,160,5,1,0,1,0,29,29,100.0,0
2049,Sergio Reguilón,ESP,DF,Real Madrid,La Liga,21,1996,12.4,937,40,241,480,275,20,855,12,22,54.5,12,0,686,2967,1811,87,32,5,14,9,676,638,94.4,36
2050,Bobby Reid,JAM,FW,Cardiff City,Premier League,25,1993,15.8,498,20,66,224,238,57,477,23,31,74.2,25,0,361,1400,673,36,9,7,35,32,615,338,55.0,117
2051,Pepe Reina,ESP,GK,AC Milan,Serie A,35,1982,3.7,121,109,121,0,0,0,84,0,0,,0,0,56,237,155,0,0,0,0,0,49,49,100.0,0
2052,Jeff Reine-Adélaïde,FRA,FW,SCO Angers,Ligue 1,20,1998,28.4,1532,13,224,880,651,79,1509,112,170,65.9,122,2,1377,8552,5184,247,108,15,71,85,1464,1186,81.0,197
2053,Karim Rekik,NLD,DF,Hertha BSC,Bundesliga,23,1994,23.0,1392,161,760,685,47,8,1361,5,6,83.3,5,0,926,4856,2273,51,7,0,5,6,914,894,97.8,10
2054,Loïc Rémy,FRA,FW,LOSC Lille,Ligue 1,31,1987,13.4,330,20,28,162,152,56,302,6,9,66.7,6,0,197,875,528,24,7,7,21,12,432,228,52.8,82
2055,Michael Rensing,DEU,GK,Fortuna Düsseldorf,Bundesliga,34,1984,32.0,1109,1012,1107,6,0,0,705,0,0,,0,0,475,2647,1739,0,0,0,0,0,357,356,99.7,0
2056,Marco Reus,DEU,MF,Borussia Dortmund,Bundesliga,29,1989,25.7,1392,33,123,661,725,161,1329,31,61,50.8,34,2,1027,4985,2759,149,64,26,63,40,1411,1064,75.4,259
2057,Elvis Rexhbecaj,DEU,MF,VfL Wolfsburg,Bundesliga,20,1997,12.7,603,22,128,331,171,23,585,11,15,73.3,12,0,372,1581,799,32,7,3,28,23,414,323,78.0,64
2058,Diego Reyes,MEX,DF,CD Leganés,La Liga,25,1992,3.6,223,26,90,132,19,1,202,3,3,100.0,3,0,143,998,536,19,6,0,0,1,131,129,98.5,1
2059,Baptiste Reynet,FRA,GK,FC Toulouse,Ligue 1,27,1990,30.0,1156,994,1153,10,0,0,771,3,3,100.0,3,0,535,2823,1792,0,0,0,0,0,441,437,99.1,0
2060,Simon Rhein,DEU,MF,1.FC Nuremberg,Bundesliga,20,1998,5.5,319,15,109,189,39,1,298,7,9,77.8,7,0,231,1075,617,24,7,1,4,4,205,194,94.6,6
2061,Franck Ribéry,FRA,FW,Bayern Munich,Bundesliga,35,1983,13.0,965,4,78,451,520,118,953,49,86,57.0,53,3,892,4564,2798,179,41,42,33,62,925,805,87.0,137
2062,Declan Rice,ENG,MF,West Ham United,Premier League,19,1999,33.4,1850,72,513,1240,219,26,1820,25,33,75.8,25,0,1226,6958,2994,103,29,3,10,20,1150,1078,93.7,22
2063,Jazz Richards,WAL,DF,Cardiff City,Premier League,27,1991,1.5,45,4,14,25,8,0,36,0,0,,0,0,16,65,30,1,0,0,0,1,14,13,92.9,1
2064,Richarlison,BRA,FW,Everton FC,Premier League,21,1997,29.6,1350,36,160,576,727,167,1340,41,80,51.3,50,2,1023,5566,3196,171,53,32,107,82,1492,944,63.3,288
2065,Marco Richter,DEU,FW,FC Augsburg,Bundesliga,20,1997,15.8,747,11,78,368,363,77,723,36,68,52.9,43,5,564,2681,1410,67,31,7,47,42,748,520,69.5,167
2066,Diego Rico,ESP,DF,AFC Bournemouth,Premier League,25,1993,6.8,468,29,153,189,147,6,385,5,8,62.5,6,0,251,1010,622,23,8,1,2,5,260,233,89.6,21
2067,Mikel Rico,ESP,MF,Athletic Bilbao,La Liga,33,1984,2.7,127,3,21,81,30,4,121,1,3,33.3,1,0,80,252,97,3,1,0,3,5,93,71,76.3,12
2068,Sergio Rico,ESP,GK,Fulham FC,Premier League,24,1993,29.0,999,902,998,1,0,0,667,0,0,,0,0,420,1952,1017,0,0,0,0,0,356,354,99.4,0
2069,Asier Riesgo,ESP,GK,SD Eibar,La Liga,34,1983,14.0,411,328,410,1,0,0,280,0,0,,0,0,209,1411,868,0,0,0,0,0,132,131,99.2,0
2070,Sascha Riether,DEU,DF,FC Schalke 04,Bundesliga,35,1983,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
2071,Emiliano Rigoni,ARG,FW,Atalanta BC,Serie A,25,1993,5.8,336,2,18,134,209,26,320,26,47,55.3,29,1,286,1362,678,41,12,1,21,15,332,255,76.8,74
2072,Luca Rigoni,ITA,MF,Parma Calcio 1913,Serie A,33,1984,19.6,728,70,252,384,135,31,721,8,15,53.3,8,1,457,2225,1189,34,16,2,10,18,509,425,83.5,46
2073,Nicola Rigoni,ITA,MF,Chievo Verona,Serie A,27,1990,21.7,1093,69,291,671,170,18,1064,7,10,70.0,8,2,674,2005,1001,28,9,0,8,12,726,663,91.3,34
2074,Kévin Rimane,GUF,MF,Paris Saint-Germain,Ligue 1,27,1991,0.1,8,1,4,2,2,0,8,0,0,,0,0,8,19,4,0,0,0,0,0,8,8,100.0,0
2075,Tomás Rincón,VEN,MF,Torino FC,Serie A,30,1988,31.1,1722,62,366,1049,423,25,1634,29,43,67.4,31,0,1097,5838,3224,132,49,4,13,39,1038,964,92.9,48
2076,Renaud Ripart,FRA,FW,Nîmes Olympique,Ligue 1,25,1993,33.4,1682,78,374,732,677,100,1530,27,59,45.8,30,1,1029,4368,2389,127,52,4,85,64,1479,1035,70.0,221
2077,Mihailo Ristic,SRB,DF,Montpellier HSC,Ligue 1,22,1995,3.6,224,11,58,108,70,8,180,2,3,66.7,2,0,119,610,349,23,5,3,11,9,142,116,81.7,18
2078,Matt Ritchie,SCO,DF,Newcastle United,Premier League,28,1989,32.5,1944,80,475,800,788,56,1583,17,33,51.5,17,0,1090,5425,2821,129,52,4,28,28,1219,1014,83.2,101
2079,Christian Rivera,ESP,MF,SD Huesca,La Liga,21,1997,18.8,882,60,226,536,165,23,860,22,27,81.5,22,2,589,3288,1331,64,17,0,18,16,593,497,83.8,58
2080,Arjen Robben,NLD,FW,Bayern Munich,Bundesliga,34,1984,6.3,411,2,17,150,270,38,378,5,16,31.3,7,0,312,1723,1118,76,16,8,13,9,358,315,88.0,58
2081,Rober Pier,ESP,DF,Levante UD,La Liga,23,1995,31.7,1404,236,752,660,68,26,1347,13,13,100.0,13,0,769,4685,2662,68,8,0,5,6,729,700,96.0,19
2082,Sergi Roberto,ESP,DF,FC Barcelona,La Liga,26,1992,23.2,1986,58,431,995,703,62,1850,17,25,68.0,19,0,1519,6921,4125,160,59,11,26,23,1626,1516,93.2,117
2083,Patrick Roberts,ENG,FW,Girona FC,La Liga,21,1997,6.7,282,1,38,133,144,31,273,24,38,63.2,28,1,245,1392,861,39,7,12,19,22,272,205,75.4,52
2084,Andrew Robertson,SCO,DF,Liverpool FC,Premier League,24,1994,35.7,3101,81,748,1534,1041,103,2779,30,44,68.2,32,1,2206,9701,5900,223,93,17,33,29,2328,2155,92.6,161
2085,Joel Robles,ESP,GK,Real Betis Balompié,La Liga,28,1990,5.0,204,172,203,2,0,0,161,0,0,,0,0,107,620,350,0,0,0,0,1,99,99,100.0,0
2086,Marc Roca,ESP,MF,RCD Espanyol Barcelona,La Liga,21,1996,34.6,2236,154,666,1406,300,17,2173,36,45,80.0,36,0,1633,7442,3970,132,42,1,18,23,1610,1542,95.8,30
2087,Christopher Rocchia,FRA,DF,Olympique Marseille,Ligue 1,20,1998,0.0,9,0,1,6,3,0,8,0,0,,0,0,8,25,15,2,0,0,1,1,8,8,100.0,1
2088,Kenny Rocha Santos,CPV,DF,AS Saint-Étienne,Ligue 1,18,2000,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
2089,Rubén Rochina,ESP,MF,Levante UD,La Liga,27,1991,20.0,1342,32,245,784,415,25,1232,69,91,75.8,70,4,968,4633,2544,132,33,5,36,63,972,872,89.7,85
2090,Sebastian Rode,DEU,MF,Eintracht Frankfurt,Bundesliga,27,1990,10.3,663,32,130,400,166,18,625,11,17,64.7,11,0,395,1967,991,39,10,2,6,9,457,394,86.2,26
2091,Ronny Rodelin,FRA,MF,EA Guingamp,Ligue 1,28,1989,8.8,405,11,31,205,183,29,396,16,20,80.0,17,1,259,950,414,28,6,3,14,10,389,290,74.6,87
2092,Rodri,ESP,MF,Atlético de Madrid,La Liga,22,1996,30.4,2227,114,570,1489,329,26,2199,21,28,75.0,21,0,1632,7979,3375,140,41,1,13,22,1603,1525,95.1,31
2093,Rodrigo,ESP,FW,Valencia CF,La Liga,27,1991,28.1,1209,20,115,563,623,158,1181,52,91,57.1,54,2,935,5013,2455,139,45,31,76,41,1524,983,64.5,343
2094,Kévin Rodrigues,PRT,DF,Real Sociedad,La Liga,24,1994,5.4,307,26,108,140,79,3,258,11,14,78.6,11,0,184,900,587,26,9,1,3,6,182,161,88.5,10
2095,Óscar Rodríguez,ESP,MF,CD Leganés,La Liga,20,1998,27.8,1390,25,189,739,573,65,1253,52,88,59.1,53,2,967,4526,2340,109,54,7,42,40,1145,910,79.5,152
2096,Alejandro Rodríguez,ESP,FW,FC Empoli,Serie A,27,1991,0.3,10,1,2,5,4,1,9,0,0,,0,0,5,0,0,0,0,0,2,0,17,6,35.3,3
2097,Ángel Rodríguez,ESP,FW,Getafe CF,La Liga,31,1987,20.2,654,10,36,273,388,103,642,19,38,50.0,19,0,484,2185,1121,77,21,16,63,42,1017,498,49.0,208
2098,James Rodríguez,COL,MF,Bayern Munich,Bundesliga,27,1991,12.6,1084,6,101,536,517,71,982,21,28,75.0,22,1,866,4083,2042,131,36,9,14,17,919,830,90.3,118
2099,Ricardo Rodríguez,CHE,DF,AC Milan,Serie A,25,1992,33.9,2462,137,853,1373,444,15,2160,20,30,66.7,23,1,1711,9469,5390,227,80,2,12,16,1713,1643,95.9,37
2100,Marko Rog,HRV,MF,Sevilla FC,La Liga,23,1995,4.0,257,7,56,164,57,2,249,7,10,70.0,8,0,174,890,566,16,7,0,0,1,184,155,84.2,8
2101,Marko Rog,HRV,MF,SSC Napoli,Serie A,23,1995,3.7,239,2,42,170,47,3,233,6,11,54.5,7,0,192,654,359,11,6,0,4,4,180,163,90.6,10
2102,Rogério,BRA,DF,US Sassuolo,Serie A,20,1998,29.7,2063,105,648,986,564,40,1757,28,40,70.0,31,1,1341,7104,3510,157,52,12,27,31,1387,1242,89.5,53
2103,Marcos Rojo,ARG,DF,Manchester United,Premier League,28,1990,2.4,166,14,54,100,21,3,155,1,1,100.0,1,0,102,443,291,19,3,0,0,0,111,110,99.1,2
2104,Diego Rolán,URY,FW,Deportivo Alavés,La Liga,25,1993,3.3,140,4,20,83,50,13,137,5,11,45.5,5,0,93,560,267,14,4,0,14,4,146,98,67.1,24
2105,Diego Rolán,URY,MF,CD Leganés,La Liga,25,1993,2.4,135,5,27,67,52,5,129,9,13,69.2,10,1,101,493,261,13,8,0,9,8,103,77,74.8,19
2106,Rolando,PRT,DF,Olympique Marseille,Ligue 1,32,1985,8.9,498,50,303,205,21,13,491,1,2,50.0,1,1,313,1338,900,11,3,0,3,1,332,323,97.3,9
2107,Esteban Rolón,ARG,MF,Genoa CFC,Serie A,23,1995,11.6,505,15,97,289,143,15,491,14,18,77.8,14,0,326,1332,749,30,10,0,9,20,311,262,84.2,25
2108,Filippo Romagna,ITA,DF,Cagliari Calcio,Serie A,21,1997,16.4,806,128,492,345,20,8,788,0,0,,0,0,534,3118,1630,22,2,0,2,2,500,498,99.6,7
2109,Alessio Romagnoli,ITA,DF,AC Milan,Serie A,23,1995,31.6,2086,306,1162,999,41,18,2042,3,4,75.0,3,0,1357,6498,3238,60,3,0,5,3,1489,1451,97.4,2
2110,Alaixys Romao,TGO,MF,Stade Reims,Ligue 1,34,1984,35.1,1831,103,578,1201,196,28,1793,39,49,79.6,39,0,1193,6326,3122,106,34,1,19,25,1100,1021,92.8,30
2111,Cristian Romero,ARG,DF,Genoa CFC,Serie A,20,1998,26.0,1140,184,639,507,53,28,1108,16,22,72.7,17,0,612,3620,1835,48,5,0,5,6,556,523,94.1,21
2112,Oriol Romeu,ESP,MF,Southampton FC,Premier League,26,1991,23.7,1378,73,360,907,190,10,1362,12,14,85.7,12,0,842,3551,1967,74,32,1,8,16,835,765,91.6,22
2113,Rômulo,ITA,DF,SS Lazio,Serie A,31,1987,8.6,488,20,101,222,199,20,416,8,14,57.1,8,0,339,2218,1161,60,18,6,4,6,368,306,83.2,30
2114,Rômulo,ITA,MF,Genoa CFC,Serie A,31,1987,15.0,818,29,169,386,335,15,685,16,27,59.3,16,1,520,3328,1704,83,35,2,13,15,552,473,85.7,26
2115,Cristiano Ronaldo,PRT,FW,Juventus FC,Serie A,33,1985,29.9,1559,37,85,650,982,220,1499,51,97,52.6,54,2,1296,7760,4846,296,99,43,62,39,1830,1307,71.4,370
2116,Facundo Roncaglia,ARG,DF,Valencia CF,La Liga,31,1987,6.7,357,38,198,160,19,3,336,1,1,100.0,1,0,211,1313,409,10,1,0,2,1,191,183,95.8,3
2117,Facundo Roncaglia,ARG,DF,Celta de Vigo,La Liga,31,1987,11.9,687,74,332,350,44,6,651,4,7,57.1,4,0,442,1990,962,21,6,1,3,2,425,417,98.1,9
2118,Salomón Rondón,VEN,FW,Newcastle United,Premier League,28,1989,28.9,1194,42,109,586,563,153,1156,20,43,46.5,24,4,754,2680,1174,66,27,18,104,85,1770,892,50.4,293
2119,Valentin Rongier,FRA,MF,FC Nantes,Ligue 1,23,1994,35.8,2370,35,319,1328,880,64,2205,40,55,72.7,44,1,1589,7810,3889,203,65,5,62,36,1832,1605,87.6,199
