Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribSucc,DribAtt,DribSucc%,DribPl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,PR_Prog
1249,Martin Kelly,ENG,DF,Crystal Palace,Premier League,28,1990,12.3,505,109,318,209,12,8,494,0,0,,0,0,258,1681,940,19,3,0,1,1,247,242,98.0,6
1250,Marc Oliver Kempf,DEU,DF,VfB Stuttgart,Bundesliga,23,1995,22.5,1326,159,651,692,64,19,1287,4,6,66.7,4,0,737,4343,2432,66,5,0,4,5,736,715,97.1,8
1251,Kenedy,BRA,MF,Newcastle United,Premier League,22,1996,15.0,777,24,177,383,288,33,730,42,62,67.7,46,3,562,2954,1375,65,18,10,21,31,551,435,78.9,78
1252,Jonjoe Kenny,ENG,DF,Everton FC,Premier League,21,1997,8.8,675,37,177,323,191,4,545,7,13,53.8,10,1,377,1359,722,34,7,1,8,8,384,346,90.1,14
1253,Christophe Kerbrat,FRA,DF,EA Guingamp,Ligue 1,31,1986,23.3,1120,151,628,511,41,11,1067,1,2,50.0,1,0,565,2935,1775,41,5,0,1,5,527,522,99.1,8
1254,Sebastian Kerk,DEU,MF,1.FC Nuremberg,Bundesliga,24,1994,13.1,605,29,155,242,239,20,504,7,13,53.8,7,1,335,1532,812,30,7,1,11,11,444,335,75.5,53
1255,Franck Kessié,CIV,MF,AC Milan,Serie A,21,1996,33.5,2105,86,408,1200,667,120,2068,46,68,67.6,50,2,1658,8256,4256,154,69,12,59,43,1816,1566,86.2,184
1256,Saîf-Eddine Khaoui,TUN,MF,SM Caen,Ligue 1,23,1995,15.0,637,6,75,406,187,20,610,27,45,60.0,28,1,456,1707,863,39,13,1,31,23,535,417,77.9,71
1257,Wahbi Khazri,TUN,FW,AS Saint-Étienne,Ligue 1,27,1991,31.3,1538,5,89,690,847,154,1289,44,79,55.7,50,1,1078,5172,2982,171,36,26,91,75,1452,1007,69.4,279
1258,Rani Khedira,DEU,DF,FC Augsburg,Bundesliga,24,1994,29.2,1581,169,850,698,125,28,1548,3,5,60.0,3,0,930,4365,2128,36,14,0,8,11,954,913,95.7,40
1259,Sami Khedira,DEU,MF,Juventus FC,Serie A,31,1987,7.8,419,14,70,249,119,31,412,2,2,100.0,2,1,303,1221,528,25,7,2,6,3,354,312,88.1,33
1260,Isaac Kiese Thelin,SWE,FW,Bayer 04 Leverkusen,Bundesliga,26,1992,2.0,62,4,7,31,26,6,61,0,0,,0,0,30,26,9,0,0,0,5,5,96,49,51.0,23
1261,Kike García,ESP,FW,SD Eibar,La Liga,28,1989,14.4,613,4,25,227,380,103,597,11,16,68.8,11,0,387,1267,447,31,7,7,58,29,916,478,52.2,220
1262,Max Kilman,ENG,DF,Wolverhampton Wanderers,Premier League,21,1997,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
1263,Joshua Kimmich,DEU,DF,Bayern Munich,Bundesliga,23,1995,34.0,3331,91,732,1708,1122,69,2904,40,56,71.4,43,3,2438,13238,6745,309,82,12,36,34,2486,2353,94.7,144
1264,Presnel Kimpembe,FRA,DF,Paris Saint-Germain,Ligue 1,22,1995,22.3,1665,115,621,1066,102,6,1626,6,13,46.2,7,0,1223,6896,3970,146,32,0,4,11,1239,1227,99.0,6
1265,Joshua King,NOR,FW,AFC Bournemouth,Premier League,26,1992,32.9,1360,27,162,618,703,190,1330,73,119,61.3,79,5,1067,6028,3636,158,66,32,114,113,1614,1002,62.1,360
1266,Sofian Kiyine,MAR,MF,Chievo Verona,Serie A,20,1997,9.1,504,19,104,280,169,17,465,36,52,69.2,37,3,405,2210,1337,66,18,5,19,24,403,339,84.1,33
1267,Simon Kjaer,DNK,DF,Sevilla FC,La Liga,29,1989,22.3,1166,206,712,470,30,21,1136,3,3,100.0,3,0,649,2913,1414,27,2,0,4,1,666,643,96.5,16
1268,Davy Klaassen,NLD,MF,SV Werder Bremen,Bundesliga,25,1993,31.3,1593,65,297,829,546,50,1549,22,30,73.3,22,1,989,3581,1561,72,33,6,41,23,1186,983,82.9,141
1269,Felix Klaus,DEU,FW,VfL Wolfsburg,Bundesliga,25,1992,4.9,206,3,34,84,101,26,203,2,8,25.0,3,0,139,718,380,21,5,5,9,8,223,139,62.3,44
1270,Ragnar Klavan,EST,DF,Cagliari Calcio,Serie A,32,1985,13.7,748,109,401,378,24,3,726,2,2,100.0,2,0,454,3217,1819,48,9,0,1,3,463,459,99.1,3
1271,Tim Kleindienst,DEU,FW,SC Freiburg,Bundesliga,22,1995,2.2,89,5,11,49,34,8,86,5,6,83.3,5,0,68,214,96,6,3,1,8,4,95,66,69.5,22
1272,Lukas Klostermann,DEU,DF,RB Leipzig,Bundesliga,22,1996,22.3,1259,72,367,575,391,36,1062,11,13,84.6,11,0,639,3702,2000,87,27,9,12,15,678,600,88.5,53
1273,Justin Kluivert,NLD,FW,AS Roma,Serie A,19,1999,14.9,667,8,81,258,386,70,649,30,62,48.4,31,1,520,3351,2031,111,31,21,41,25,695,480,69.1,149
1274,Lukas Klünter,DEU,DF,Hertha BSC,Bundesliga,22,1996,6.6,331,21,98,177,88,6,284,12,16,75.0,13,1,200,1602,847,37,14,3,4,7,175,166,94.9,14
1275,Robin Knoche,DEU,DF,VfL Wolfsburg,Bundesliga,26,1992,31.0,2306,240,1377,1066,61,24,2242,7,7,100.0,7,0,1629,10295,6210,105,11,0,3,11,1618,1603,99.1,15
1276,Anthony Knockaert,FRA,FW,Brighton & Hove Albion,Premier League,26,1991,20.4,960,23,199,396,445,60,867,29,62,46.8,33,2,698,3887,2098,116,30,21,45,27,774,611,78.9,98
1277,Törles Knöll,DEU,FW,1.FC Nuremberg,Bundesliga,20,1997,4.1,137,4,15,78,51,16,129,4,7,57.1,4,0,87,407,230,8,3,2,22,3,141,92,65.2,29
1278,Gregor Kobel,CHE,GK,TSG 1899 Hoffenheim,Bundesliga,20,1997,1.0,46,41,46,0,0,0,38,0,0,,0,0,26,202,75,0,0,0,0,0,24,23,95.8,0
1279,Gregor Kobel,CHE,GK,FC Augsburg,Bundesliga,20,1997,15.4,563,498,562,1,0,0,410,1,1,100.0,1,0,308,1568,643,0,0,0,0,1,241,240,99.6,0
1280,Robin Koch,DEU,MF,SC Freiburg,Bundesliga,22,1996,21.1,1099,102,457,647,58,11,1070,4,7,57.1,5,1,703,3165,1613,36,4,0,5,21,709,672,94.8,20
1281,Kenan Kodro,BIH,FW,Athletic Bilbao,La Liga,24,1993,1.8,71,0,9,32,32,7,69,1,3,33.3,1,0,43,155,59,2,1,0,7,4,122,56,45.9,23
1282,Dominik Kohr,DEU,MF,Bayer 04 Leverkusen,Bundesliga,24,1994,10.8,657,36,187,369,135,13,644,8,12,66.7,8,2,408,1776,922,43,11,3,11,10,445,410,92.1,14
1283,Djegui Koita,FRA,DF,EA Guingamp,Ligue 1,18,1999,1.9,82,11,47,38,2,2,82,0,0,,0,0,44,263,130,3,0,0,0,0,45,44,97.8,1
1284,Koke,ESP,MF,Atlético de Madrid,La Liga,26,1992,28.7,2324,51,399,1299,731,36,2168,31,39,79.5,32,1,1664,5872,2656,115,45,5,20,28,1895,1703,89.9,109
1285,Aleksandar Kolarov,SRB,DF,AS Roma,Serie A,32,1985,32.3,2401,128,688,1146,770,46,2025,36,63,57.1,37,1,1538,8271,5222,209,86,17,21,19,1582,1493,94.4,50
1286,Sead Kolasinac,BIH,DF,Arsenal FC,Premier League,25,1993,21.0,1412,50,331,649,507,88,1195,16,33,48.5,17,1,916,4068,2526,122,29,24,30,18,1019,880,86.4,120
1287,Randal Kolo Muani,FRA,FW,FC Nantes,Ligue 1,19,1998,1.4,53,2,6,24,29,6,52,3,6,50.0,3,0,38,97,44,4,2,1,5,7,74,40,54.1,17
1288,Timothée Kolodziejczak,FRA,DF,AS Saint-Étienne,Ligue 1,26,1991,35.4,2317,193,1109,1100,271,30,2118,11,18,61.1,12,0,1447,7750,4950,89,18,0,14,8,1568,1511,96.4,36
1289,Vincent Kompany,BEL,DF,Manchester City,Premier League,32,1986,13.6,1308,111,530,821,42,8,1303,3,4,75.0,3,0,1017,5229,2956,74,11,0,1,0,1063,1053,99.1,7
1290,Ghislain Konan,CIV,DF,Stade Reims,Ligue 1,22,1995,20.0,1275,77,447,610,333,7,1025,44,71,62.0,46,2,768,4473,2904,112,44,4,27,24,669,615,91.9,22
1291,Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,19,1999,27.0,1347,124,634,733,68,21,1309,18,20,90.0,18,0,759,4966,2714,92,19,1,9,12,672,658,97.9,16
1292,Moussa Konaté,SEN,FW,Amiens SC,Ligue 1,25,1993,20.8,654,10,37,299,345,93,627,20,29,69.0,21,2,460,1868,835,53,14,13,62,32,1029,489,47.5,208
1293,Geoffrey Kondogbia,CAF,MF,Valencia CF,La Liga,25,1993,13.8,922,55,263,614,131,13,917,25,32,78.1,25,2,682,3964,1759,63,22,1,8,14,694,647,93.2,28
1294,Manu Koné,FRA,MF,FC Toulouse,Ligue 1,17,2001,0.8,56,2,8,42,6,0,56,1,1,100.0,1,0,54,199,69,1,0,0,2,5,55,48,87.3,6
1295,Lamine Koné,CIV,DF,RC Strasbourg Alsace,Ligue 1,29,1989,23.9,1255,114,662,667,45,14,1217,9,12,75.0,10,0,854,6111,3395,80,14,1,5,7,836,809,96.8,10
1296,Youssouf Koné,MLI,DF,LOSC Lille,Ligue 1,23,1995,19.0,1310,60,403,696,318,7,1121,10,16,62.5,10,0,794,4118,2673,121,61,0,14,17,801,753,94.0,31
1297,Terence Kongolo,NLD,DF,Huddersfield Town,Premier League,24,1994,30.2,1599,156,758,744,187,31,1493,13,21,61.9,14,0,912,4336,2324,72,20,4,11,5,988,918,92.9,33
1298,Yevgen Konoplyanka,UKR,FW,FC Schalke 04,Bundesliga,28,1989,7.3,281,4,39,102,174,28,268,10,19,52.6,11,0,232,2112,1287,67,18,14,11,9,281,218,77.6,40
1299,Pascal Köpke,DEU,FW,Hertha BSC,Bundesliga,22,1995,0.8,38,0,2,19,21,7,37,3,3,100.0,3,1,40,259,151,9,2,3,1,5,51,33,64.7,12
1300,Julian Korb,DEU,DF,Hannover 96,Bundesliga,26,1992,11.2,684,38,225,311,183,7,566,5,10,50.0,7,0,366,1567,981,47,13,1,7,10,393,341,86.8,24
1301,Laurent Koscielny,FRA,DF,Arsenal FC,Premier League,32,1985,14.8,1034,160,619,464,24,8,1011,1,2,50.0,1,0,699,4128,2116,35,3,0,0,2,714,698,97.8,5
1302,Filip Kostic,SRB,DF,Eintracht Frankfurt,Bundesliga,25,1992,32.8,1991,60,426,857,849,111,1578,56,80,70.0,60,3,1181,8022,5033,207,64,48,36,49,1247,1002,80.4,149
1304,Christian Kouamé,CIV,FW,Genoa CFC,Serie A,20,1997,34.1,1473,34,151,613,806,204,1446,62,111,55.9,66,6,1017,4929,2687,133,36,26,100,79,1909,1097,57.5,423
1305,Tomas Koubek,CZE,GK,Stade Rennais FC,Ligue 1,25,1992,32.5,962,824,956,6,0,0,658,3,3,100.0,3,0,449,2179,1213,0,0,0,0,0,347,347,100.0,0
1306,Kalidou Koulibaly,SEN,DF,SSC Napoli,Serie A,27,1991,34.8,2867,264,1205,1739,134,36,2797,11,15,73.3,12,0,2067,11548,7241,201,43,7,8,16,2125,2069,97.4,23
1307,Jules Koundé,FRA,DF,FC Girondins Bordeaux,Ligue 1,19,1998,37.0,2374,279,1361,1167,85,23,2283,20,22,90.9,21,0,1505,9070,5626,99,20,0,8,12,1494,1468,98.3,17
1308,Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,28,1989,21.1,1034,53,262,597,242,37,1019,19,26,73.1,20,1,652,3354,1595,69,20,5,20,23,746,601,80.6,44
1309,Mateo Kovacic,HRV,MF,Chelsea FC,Premier League,24,1994,19.3,1706,26,238,1008,595,35,1668,34,41,82.9,34,1,1454,6243,3256,149,70,2,26,44,1538,1418,92.2,71
1310,Dawid Kownacki,POL,FW,UC Sampdoria,Serie A,21,1997,1.9,113,0,6,50,63,13,110,7,13,53.8,8,1,94,278,123,7,2,3,7,6,148,94,63.5,34
1311,Dawid Kownacki,POL,MF,Fortuna Düsseldorf,Bundesliga,21,1997,6.4,235,5,46,121,82,26,228,8,17,47.1,9,1,153,747,430,24,3,5,6,10,220,145,65.9,38
1312,Thomas Kraft,DEU,GK,Hertha BSC,Bundesliga,30,1988,3.5,131,112,130,2,0,0,88,0,0,,0,0,70,444,216,0,0,0,0,0,56,56,100.0,0
1313,Emil Krafth,SWE,DF,Amiens SC,Ligue 1,23,1994,33.0,1796,120,595,844,427,25,1400,11,16,68.8,11,0,935,4105,2396,88,26,6,22,24,884,808,91.4,32
1314,Luka Krajnc,SVN,DF,Frosinone Calcio,Serie A,23,1994,8.8,445,60,267,187,14,2,436,2,2,100.0,2,0,285,1389,667,17,3,0,0,0,293,291,99.3,3
1315,Andrej Kramaric,HRV,MF,TSG 1899 Hoffenheim,Bundesliga,27,1991,26.6,1381,22,158,622,740,165,1270,41,67,61.2,41,0,1070,6803,3981,195,94,29,53,47,1337,1019,76.2,247
1316,Christoph Kramer,DEU,MF,Borussia Mönchengladbach,Bundesliga,27,1991,12.6,896,39,233,588,132,14,875,17,24,70.8,18,0,607,2767,1428,57,11,2,7,14,619,583,94.2,30
1317,Vasyl Kravets,UKR,DF,CD Leganés,La Liga,20,1997,5.3,283,11,74,118,110,7,244,3,6,50.0,4,0,166,881,501,19,6,2,3,5,170,153,90.0,18
1318,Ladislav Krejci,CZE,MF,Bologna FC 1909,Serie A,26,1992,11.8,707,28,185,331,242,23,604,7,13,53.8,7,0,470,2623,1575,76,26,6,11,3,530,451,85.1,30
1319,Rene Krhin,SVN,MF,FC Nantes,Ligue 1,28,1990,11.7,664,40,210,413,71,7,649,5,8,62.5,6,0,398,1833,860,24,5,0,8,8,417,404,96.9,5
1320,Toni Kroos,DEU,MF,Real Madrid,La Liga,28,1990,24.7,2389,34,402,1560,568,21,2173,14,18,77.8,14,0,1811,7746,4125,197,51,6,14,12,1913,1834,95.9,43
1321,Rade Krunic,BIH,MF,FC Empoli,Serie A,24,1993,30.8,1719,70,284,859,751,113,1694,49,76,64.5,51,2,1354,8610,5208,243,83,20,54,51,1575,1292,82.0,215
1322,Max Kruse,DEU,FW,SV Werder Bremen,Bundesliga,30,1988,31.5,2050,13,135,1067,996,124,1869,49,67,73.1,54,2,1540,7588,3282,200,75,19,75,46,2019,1573,77.9,383
1323,Lukas Kübler,DEU,DF,SC Freiburg,Bundesliga,25,1992,13.2,705,56,239,356,145,10,584,10,12,83.3,10,0,348,1721,804,31,7,2,8,4,354,314,88.7,24
1324,Yuya Kubo,JPN,FW,1.FC Nuremberg,Bundesliga,24,1993,15.1,599,6,90,305,252,45,589,15,29,51.7,18,1,460,2308,1079,54,16,10,42,32,577,442,76.6,119
1325,Juraj Kucka,SVK,MF,Parma Calcio 1913,Serie A,31,1987,17.1,812,55,183,476,202,25,793,23,37,62.2,25,2,465,2252,1140,45,18,2,22,24,587,491,83.6,74
1326,Dejan Kulusevski,SWE,DF,Atalanta BC,Serie A,18,2000,1.2,77,0,7,39,40,5,76,3,4,75.0,3,0,70,455,252,16,3,3,4,2,83,69,83.1,18
1327,Pierre Kunde Malong,CMR,MF,1.FSV Mainz 05,Bundesliga,23,1995,21.2,1412,77,343,933,232,6,1340,20,31,64.5,23,1,996,5046,2500,79,30,0,7,27,895,864,96.5,21
1328,Jasmin Kurtic,SVN,MF,SPAL,Serie A,29,1989,28.4,1681,55,298,932,596,52,1567,33,46,71.7,35,4,1188,7187,4072,206,78,12,28,23,1425,1223,85.8,111
1329,Layvin Kurzawa,FRA,DF,Paris Saint-Germain,Ligue 1,25,1992,11.2,683,18,135,298,274,39,605,14,20,70.0,14,2,420,1427,808,35,10,4,20,17,532,432,81.2,72
1330,Rafal Kurzawa,POL,FW,Amiens SC,Ligue 1,25,1993,2.7,164,4,20,80,73,3,145,1,3,33.3,1,0,104,379,168,10,3,0,7,6,138,106,76.8,17
1331,Ahmed Kutucu,TUR,FW,FC Schalke 04,Bundesliga,18,2000,4.7,157,0,17,84,68,13,148,13,15,86.7,13,1,127,636,328,19,4,6,9,14,178,97,54.5,28
1332,Enock Kwateng,FRA,DF,FC Nantes,Ligue 1,21,1997,22.7,1577,65,421,771,470,14,1318,37,55,67.3,42,4,837,3486,1939,87,28,5,29,20,870,782,89.9,53
1333,Grejohn Kyei,FRA,FW,Stade Reims,Ligue 1,22,1995,0.0,2,0,1,1,0,0,2,1,1,100.0,1,0,3,3,1,0,0,0,0,0,4,1,25.0,0
1334,Antonino La Gumina,ITA,FW,FC Empoli,Serie A,22,1996,12.1,291,6,17,110,186,58,274,16,31,51.6,16,0,219,964,353,18,5,2,35,16,461,200,43.4,97
1335,Rajiv van La Parra,NLD,MF,Huddersfield Town,Premier League,27,1991,4.5,192,2,25,96,93,14,186,7,22,31.8,8,1,158,899,467,21,7,2,6,20,164,141,86.0,24
1336,Gaëtan Laborde,FRA,FW,Montpellier HSC,Ligue 1,24,1994,32.2,1355,21,117,679,681,149,1341,63,119,52.9,73,7,1007,5606,3528,195,65,29,70,74,1622,1028,63.4,337
1337,Gaëtan Laborde,FRA,FW,FC Girondins Bordeaux,Ligue 1,24,1994,1.0,36,1,5,19,17,3,33,1,4,25.0,2,0,21,139,91,3,3,0,4,1,42,19,45.2,4
1338,Alexandre Lacazette,FRA,FW,Arsenal FC,Premier League,27,1991,27.8,1168,30,101,463,664,211,1123,52,72,72.2,53,4,909,3397,1567,99,30,19,68,53,1435,893,62.2,354
1339,Alban Lafont,FRA,GK,ACF Fiorentina,Serie A,19,1999,33.5,1098,988,1091,8,0,0,764,2,2,100.0,2,0,564,2455,1170,1,0,0,0,0,424,422,99.5,0
1340,Víctor Laguardia,ESP,DF,Deportivo Alavés,La Liga,28,1989,36.0,1678,243,957,754,52,35,1600,2,3,66.7,2,0,782,3689,2029,43,4,0,5,1,855,825,96.5,31
1341,Abdou Diakhate,SEN,FW,Parma Calcio 1913,Serie A,19,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
1342,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,21,1997,20.8,1109,23,204,557,424,52,1039,33,61,54.1,37,0,696,2861,1719,88,34,12,43,34,803,615,76.6,112
1343,Diego Lainez,MEX,MF,Real Betis Balompié,La Liga,18,2000,3.9,209,3,19,71,142,16,204,13,24,54.2,15,3,187,937,542,37,10,3,14,15,212,173,81.6,37
1344,Kenny Lala,FRA,DF,RC Strasbourg Alsace,Ligue 1,26,1991,34.0,2566,96,637,1300,876,28,2124,46,97,47.4,50,5,1727,9896,5926,255,109,9,56,45,1760,1566,89.0,77
1345,Adam Lallana,ENG,MF,Liverpool FC,Premier League,30,1988,5.2,378,3,39,184,175,29,368,9,13,69.2,10,1,287,1236,549,28,10,4,9,11,352,282,80.1,55
1346,Erik Lamela,ARG,FW,Tottenham Hotspur,Premier League,26,1992,10.8,600,5,48,258,342,63,572,21,33,63.6,23,1,461,2316,1189,72,19,10,23,24,588,437,74.3,123
1347,Lamine Diaby-Fadiga,FRA,FW,OGC Nice,Ligue 1,17,2001,1.8,38,0,1,17,21,7,36,0,0,,0,0,23,136,24,1,0,1,2,3,78,27,34.6,15
1348,Loïck Landre,FRA,DF,Nîmes Olympique,Ligue 1,26,1992,17.7,734,84,446,304,25,11,715,5,5,100.0,5,0,373,2053,1181,20,5,0,6,2,357,349,97.8,11
1349,Michael Lang,CHE,DF,Borussia Mönchengladbach,Bundesliga,27,1991,13.9,913,50,254,494,217,22,790,4,9,44.4,5,0,563,2745,1451,77,18,2,5,6,630,578,91.7,29
1350,Sebastian Langkamp,DEU,DF,SV Werder Bremen,Bundesliga,30,1988,15.7,1125,108,526,641,48,15,1103,3,3,100.0,3,0,754,4913,2795,91,10,0,2,2,780,773,99.1,12
1351,Manuel Lanzini,ARG,MF,West Ham United,Premier League,25,1993,7.6,544,4,64,350,180,21,525,13,19,68.4,14,1,448,2499,1274,71,27,2,8,16,519,439,84.6,24
1352,Gianluca Lapadula,PER,FW,Genoa CFC,Serie A,28,1990,4.5,150,0,7,58,89,40,146,4,8,50.0,5,0,81,325,185,6,2,0,14,5,221,102,46.2,41
1353,Aymeric Laporte,FRA,DF,Manchester City,Premier League,24,1994,34.0,3275,237,1163,2148,208,33,3203,2,5,40.0,3,0,2490,14695,10464,413,68,2,4,3,2647,2602,98.3,27
1354,Danilo,BRA,DF,Bologna FC 1909,Serie A,34,1984,34.2,1795,274,1030,841,46,20,1697,3,4,75.0,3,0,993,6064,3570,73,7,1,3,3,1024,998,97.5,16
1355,Johan Larsson,SWE,DF,EA Guingamp,Ligue 1,28,1990,1.0,45,1,7,26,18,4,36,0,0,,0,0,25,231,172,9,3,1,1,1,31,24,77.4,2
1356,Kevin Lasagna,ITA,FW,Udinese Calcio,Serie A,25,1992,27.3,777,40,93,371,361,128,723,11,22,50.0,13,0,432,2373,1277,53,18,24,71,29,1045,493,47.2,201
1357,Jamaal Lascelles,ENG,DF,Newcastle United,Premier League,24,1993,30.5,1437,276,916,521,53,33,1415,3,4,75.0,3,0,736,3159,1278,22,3,0,9,8,703,685,97.4,32
1358,Paul Lasne,FRA,MF,Montpellier HSC,Ligue 1,29,1989,19.9,1206,29,259,698,338,25,1113,18,29,62.1,21,0,837,4360,1936,95,24,4,21,21,863,780,90.4,61
1359,Toni Lato,ESP,DF,Valencia CF,La Liga,20,1997,3.0,219,18,79,106,45,5,187,2,2,100.0,2,0,122,486,190,10,4,0,3,2,123,111,90.2,3
1360,Danny Latza,DEU,MF,1.FSV Mainz 05,Bundesliga,28,1989,20.7,1299,50,250,765,362,41,1279,18,39,46.2,22,3,907,3953,2102,91,22,4,26,24,963,875,90.9,87
1361,Alexandre Lauray,FRA,DF,FC Girondins Bordeaux,Ligue 1,21,1997,2.9,248,21,102,163,4,1,233,2,2,100.0,2,0,189,1234,833,22,2,0,0,0,184,180,97.8,0
1362,Armand Laurienté,FRA,FW,Stade Rennais FC,Ligue 1,19,1998,0.0,7,0,0,5,3,2,7,0,0,,0,0,7,24,22,2,0,0,2,1,9,7,77.8,2
1363,Vincent Laurini,FRA,DF,ACF Fiorentina,Serie A,29,1989,10.2,684,38,186,401,148,1,571,7,7,100.0,7,0,400,2313,1417,59,19,0,4,12,407,369,90.7,6
1364,Wesley Lautoa,NCL,DF,Dijon FCO,Ligue 1,30,1987,33.6,1926,172,946,1068,77,21,1886,10,14,71.4,12,0,1266,7783,4669,95,13,1,12,6,1230,1202,97.7,24
1365,Diego Laxalt,URY,DF,AC Milan,Serie A,25,1993,7.2,483,13,126,236,154,16,438,12,25,48.0,13,0,334,1903,1029,47,13,5,11,7,330,302,91.5,30
1366,Miguel Layún,MEX,MF,Villarreal CF,La Liga,30,1988,5.6,342,7,55,133,171,7,284,7,10,70.0,7,0,231,906,500,19,9,0,11,7,250,220,88.0,22
1367,Valentino Lazaro,AUT,DF,Hertha BSC,Bundesliga,22,1996,30.5,1951,87,454,928,686,52,1581,30,65,46.2,34,2,1164,5838,3262,155,54,13,36,26,1243,1079,86.8,101
1368,Darko Lazovic,SRB,MF,Genoa CFC,Serie A,27,1990,28.2,1332,46,265,564,629,92,1142,49,84,58.3,52,2,911,5847,3952,173,62,28,39,21,962,798,83.0,105
1369,Manuel Lazzari,ITA,MF,SPAL,Serie A,24,1993,31.5,1859,65,381,858,859,77,1663,66,111,59.5,71,1,1415,10943,7550,356,127,47,56,61,1488,1292,86.8,106
1370,Mickaël Le Bihan,FRA,FW,OGC Nice,Ligue 1,28,1990,2.3,84,1,8,41,37,16,80,3,7,42.9,3,0,64,210,62,5,1,1,3,7,96,62,64.6,25
1371,Maxime Le Marchand,FRA,DF,Fulham FC,Premier League,28,1989,25.0,1742,221,948,762,116,16,1651,9,13,69.2,9,1,1055,5028,2649,58,8,1,8,5,1070,1039,97.1,20
1372,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,21,1996,3.2,257,23,127,144,7,5,248,2,2,100.0,2,0,178,1190,607,9,1,0,1,0,180,179,99.4,5
1373,Damien Le Tallec,FRA,MF,Montpellier HSC,Ligue 1,28,1990,31.2,1560,73,387,1001,238,45,1524,6,10,60.0,6,0,838,3584,1407,48,11,2,24,15,991,872,88.0,58
1374,James Léa Siliki,FRA,MF,Stade Rennais FC,Ligue 1,22,1996,13.6,620,15,107,331,246,32,604,18,31,58.1,21,2,478,2779,1741,78,29,6,29,18,527,437,82.9,64
1375,Rafael Leão,PRT,FW,LOSC Lille,Ligue 1,19,1999,14.3,401,16,38,175,206,68,377,14,20,70.0,15,0,267,1091,578,36,8,10,30,19,569,282,49.6,123
1376,Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,27,1991,10.5,524,15,63,252,256,49,518,20,35,57.1,21,2,376,2098,1089,60,21,5,23,29,516,373,72.3,105
1377,Benjamin Lecomte,FRA,GK,Montpellier HSC,Ligue 1,27,1991,37.0,1375,1172,1361,19,0,0,975,2,2,100.0,2,0,714,4268,1987,0,0,0,0,1,547,544,99.5,0
1378,Pierre Lees Melou,FRA,MF,OGC Nice,Ligue 1,25,1993,26.6,1767,64,395,1067,404,46,1701,20,31,64.5,20,1,1257,5845,2980,138,41,4,30,31,1451,1281,88.3,110
1379,Jordan Lefort,FRA,DF,Amiens SC,Ligue 1,24,1993,20.0,1160,131,542,506,163,14,1041,13,13,100.0,13,0,606,2884,1589,52,8,2,10,8,637,586,92.0,21
1380,Lei Wu,CHN,FW,RCD Espanyol Barcelona,La Liga,26,1991,11.8,351,8,54,141,178,69,344,12,19,63.2,13,0,234,1233,758,42,12,13,22,14,411,227,55.2,103
1381,Tim Leibold,DEU,DF,1.FC Nuremberg,Bundesliga,24,1993,30.7,1890,94,643,921,485,48,1569,27,44,61.4,30,5,1185,6897,4117,164,66,6,32,27,1181,1066,90.3,55
1382,Lucas Leiva,BRA,MF,SS Lazio,Serie A,31,1987,22.1,1693,69,417,1084,280,17,1628,15,23,65.2,16,0,1153,4984,2516,99,22,1,10,16,1137,1082,95.2,22
1383,Florian Lejeune,FRA,DF,Newcastle United,Premier League,27,1991,11.7,694,88,366,322,41,12,675,3,3,100.0,3,0,405,2201,1117,27,6,0,6,1,412,395,95.9,11
1384,Iñigo Lekue,ESP,DF,Athletic Bilbao,La Liga,25,1993,2.3,154,14,49,81,39,1,128,3,5,60.0,3,0,89,397,199,11,8,0,3,2,88,77,87.5,2
1385,Thomas Lemar,FRA,MF,Atlético de Madrid,La Liga,22,1995,20.2,1270,10,169,627,580,48,1203,60,84,71.4,60,0,1032,5108,2545,131,46,10,32,54,1151,958,83.2,124
1386,Mario Lemina,GAB,MF,Southampton FC,Premier League,24,1993,17.9,1049,55,240,616,272,25,1036,29,45,64.4,29,2,760,4337,2290,102,34,1,16,24,746,680,91.2,49
1387,Mauricio Lemos,URY,DF,US Sassuolo,Serie A,22,1995,2.0,87,15,48,42,2,1,83,0,0,,0,0,51,267,124,3,0,0,1,0,49,49,100.0,0
1388,Clément Lenglet,FRA,DF,FC Barcelona,La Liga,23,1995,21.5,1344,216,784,619,28,9,1319,4,4,100.0,4,0,939,4857,2813,51,5,0,2,5,965,944,97.8,7
1389,Aaron Lennon,ENG,FW,Burnley FC,Premier League,31,1987,13.5,435,19,86,203,173,26,432,8,15,53.3,8,1,303,1564,764,47,9,4,10,11,357,273,76.5,54
