Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
124,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
125,Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,0,23,4,17.4,1.04,0.18,0.00,0.00,22.3,0,0,0,1.2,1.2,0.05,-1.2,-1.2
126,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,0,10,1,10.0,0.34,0.03,0.00,0.00,26.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
127,Takuma Asano\Takuma-Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,7.8,0,13,3,23.1,1.67,0.39,0.00,0.00,16.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,0,19,5,26.3,0.70,0.19,0.00,0.00,18.7,0,0,0,1.4,1.4,0.07,-1.4,-1.4
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,1,45,17,37.8,2.28,0.86,0.02,0.06,17.9,1,0,0,4.4,4.4,0.10,-3.4,-3.4
131,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,25.0,20,64,26,40.6,2.56,1.04,0.23,0.58,16.3,10,5,5,13.2,9.4,0.15,+6.8,+5.6
132,Simon Asta\Simon-Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,0,2,0,0.0,2.00,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0
133,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,16.6,1,28,14,50.0,1.69,0.84,0.04,0.07,18.2,0,0,0,2.0,2.0,0.07,-1.0,-1.0
134,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,25.1,6,36,16,44.4,1.43,0.64,0.17,0.38,17.2,0,0,1,3.6,2.9,0.08,+2.4,+3.1
135,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,22,89,34,38.2,2.94,1.12,0.20,0.53,13.6,0,4,5,20.7,16.8,0.19,+1.3,+1.2
136,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
137,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,3,12,7,58.3,2.34,1.37,0.25,0.43,12.3,0,0,0,2.5,2.5,0.21,+0.5,+0.5
138,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,1,21,6,28.6,0.62,0.18,0.05,0.17,13.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3
139,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,6.3,0,4,1,25.0,0.64,0.16,0.00,0.00,18.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
140,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,2,33,8,24.2,3.02,0.73,0.06,0.25,14.8,0,0,1,3.6,2.9,0.09,-1.6,-0.9
141,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,es La Liga,24,1994,22.2,10,89,23,25.8,4.01,1.04,0.10,0.39,19.4,2,1,1,6.6,5.9,0.07,+3.4,+3.1
142,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,1,26,3,11.5,1.98,0.23,0.04,0.33,13.9,0,0,0,2.3,2.3,0.09,-1.3,-1.3
143,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,4,22,9,40.9,0.81,0.33,0.18,0.44,13.4,5,0,0,2.3,2.3,0.11,+1.7,+1.7
144,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,eng Premier League,29,1988,5.3,1,7,1,14.3,1.32,0.19,0.14,1.00,19.6,0,0,0,0.4,0.4,0.05,+0.6,+0.6
145,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,1,17,7,41.2,0.45,0.19,0.06,0.14,16.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1
146,Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,1,9,4,44.4,0.38,0.17,0.11,0.25,8.0,0,0,0,1.1,1.1,0.13,-0.1,-0.1
147,Florian Baak\Florian-Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
148,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
149,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,7,60,20,33.3,3.63,1.21,0.08,0.25,16.7,0,2,2,7.8,6.3,0.10,-0.8,-1.3
150,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,eng Premier League,31,1986,13.9,5,25,9,36.0,1.80,0.65,0.20,0.56,16.5,0,0,0,4.7,4.7,0.19,+0.3,+0.3
151,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,6,30,14,46.7,2.13,0.99,0.17,0.36,14.4,0,1,1,5.7,5.0,0.17,+0.3,0.0
152,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,15.7,1,17,8,47.1,1.08,0.51,0.06,0.13,26.4,2,0,0,0.5,0.5,0.03,+0.5,+0.5
153,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,6.2,0,5,1,20.0,0.80,0.16,0.00,0.00,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
154,Milan Badelj\Milan-Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,25.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5
155,Holger Badstuber\Holger-Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
156,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,11,69,33,47.8,2.52,1.20,0.13,0.27,16.1,2,2,3,8.9,6.6,0.10,+2.1,+2.4
157,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,0,26,10,38.5,0.83,0.32,0.00,0.00,26.6,0,0,0,0.8,0.8,0.03,-0.8,-0.8
158,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,21.3,5,55,15,27.3,2.59,0.71,0.09,0.33,20.6,13,0,0,5.7,5.7,0.10,-0.7,-0.7
159,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,11.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2
160,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,0,2,1,50.0,0.48,0.24,0.00,0.00,26.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1
161,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,1,11,4,36.4,0.67,0.24,0.09,0.25,20.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5
162,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,1,25,7,28.0,0.98,0.27,0.04,0.14,16.6,0,0,0,1.4,1.4,0.06,-0.4,-0.4
163,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,0,11,3,27.3,1.06,0.29,0.00,0.00,18.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
164,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,1,17,2,11.8,0.76,0.09,0.06,0.50,8.1,0,0,0,2.1,2.1,0.13,-1.1,-1.1
165,Keita Baldé\Keita-Balde,sn SEN,FWMF,Inter,it Serie A,23,1995,9.9,5,30,17,56.7,3.04,1.72,0.17,0.29,15.6,0,0,0,3.4,3.4,0.11,+1.6,+1.6
166,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,19.8,8,74,31,41.9,3.73,1.56,0.09,0.23,18.4,10,1,1,8.3,7.6,0.10,-0.3,-0.6
167,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,0,1,0,0.0,0.17,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.01,0.0,0.0
168,Andrija Balić\Andrija-Balic,hr CRO,FWMF,Udinese,it Serie A,20,1997,0.3,0,1,0,0.0,3.33,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0
169,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,0,4,2,50.0,0.23,0.11,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
170,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,fr Ligue 1,21,1997,17.7,0,4,1,25.0,0.23,0.06,0.00,0.00,14.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
171,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12.0,0,5,0,0.0,0.42,0.00,0.00,,32.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
172,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,1,3,1,33.3,0.45,0.15,0.33,1.00,9.2,0,0,0,0.2,0.2,0.07,+0.8,+0.8
173,Mario Balotelli\Mario-Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,8,43,16,37.2,4.15,1.54,0.19,0.50,17.9,3,0,0,5.6,5.6,0.13,+2.4,+2.4
174,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,0,35,8,22.9,4.19,0.96,0.00,0.00,22.8,5,0,0,2.4,2.4,0.07,-2.4,-2.4
175,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,0,7,0,0.0,0.24,0.00,0.00,,26.0,0,0,0,0.2,0.2,0.02,-0.2,-0.2
176,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,33.4,13,66,27,40.9,1.98,0.81,0.18,0.44,19.3,1,1,1,8.2,7.4,0.11,+4.8,+4.6
177,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,4,21,8,38.1,0.76,0.29,0.19,0.50,9.1,0,0,0,2.6,2.6,0.13,+1.4,+1.4
178,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,10.3,2,15,4,26.7,1.46,0.39,0.07,0.25,24.1,0,1,1,1.2,0.5,0.03,+0.8,+0.5
179,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,3,32,8,25.0,1.08,0.27,0.03,0.13,25.4,7,2,2,3.2,1.7,0.05,-0.2,-0.7
180,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,24,1993,29.0,0,14,3,21.4,0.48,0.10,0.00,0.00,10.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1
181,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,25,1992,13.7,2,40,15,37.5,2.92,1.09,0.03,0.07,18.2,0,1,1,4.7,4.0,0.10,-2.7,-3.0
182,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Udinese,it Serie A,23,1994,3.7,0,4,0,0.0,1.09,0.00,0.00,,20.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
183,Federico Barba\Federico-Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,0,9,3,33.3,0.33,0.11,0.00,0.00,16.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7
184,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,0,25,8,32.0,1.45,0.47,0.00,0.00,20.2,5,0,0,2.6,2.6,0.11,-2.6,-2.6
185,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,3,63,18,28.6,2.00,0.57,0.05,0.17,23.9,18,0,0,3.7,3.7,0.06,-0.7,-0.7
186,Francesco Bardi\Francesco-Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
187,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,18.6,0,12,1,8.3,0.65,0.05,0.00,0.00,27.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
188,Nicolò Barella\Nicolo-Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,34.5,1,52,12,23.1,1.51,0.35,0.02,0.08,22.5,1,0,1,2.9,2.1,0.04,-1.9,-1.1
189,Philipp Bargfrede\Philipp-Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,12.0,0,7,1,14.3,0.58,0.08,0.00,0.00,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
190,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,30,1988,29.1,3,21,8,38.1,0.72,0.28,0.14,0.38,18.0,0,0,0,2.4,2.4,0.11,+0.6,+0.6
191,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,3,38,8,21.1,2.75,0.58,0.08,0.38,19.8,1,0,0,3.8,3.8,0.10,-0.8,-0.8
192,Aymen Barkok\Aymen-Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,5.7,0,4,0,0.0,0.71,0.00,0.00,,22.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
193,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,26.5,12,61,27,44.3,2.30,1.02,0.16,0.37,13.8,0,2,2,11.8,10.3,0.17,+0.2,-0.3
194,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,11.2,1,39,11,28.2,3.50,0.99,0.03,0.09,16.2,0,0,0,3.2,3.2,0.08,-2.2,-2.2
195,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,31,1987,10.4,0,3,0,0.0,0.29,0.00,0.00,,17.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
196,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
197,Antonio Barreca\Antonio-Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,0,4,1,25.0,0.61,0.15,0.00,0.00,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
198,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
199,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,4.4,1,5,2,40.0,1.13,0.45,0.20,0.50,13.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6
200,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,0,8,3,37.5,0.92,0.34,0.00,0.00,18.3,1,0,0,0.6,0.6,0.08,-0.6,-0.6
201,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,6.7,1,31,7,22.6,4.64,1.05,0.03,0.14,15.7,0,0,0,3.1,3.1,0.10,-2.1,-2.1
202,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,1,10,3,30.0,0.31,0.09,0.10,0.33,24.3,1,0,0,0.7,0.7,0.07,+0.3,+0.3
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,4,43,11,25.6,1.63,0.42,0.09,0.36,21.7,7,0,0,2.7,2.7,0.06,+1.3,+1.3
206,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,2,21,7,33.3,1.42,0.47,0.10,0.29,25.2,5,0,0,1.3,1.3,0.06,+0.7,+0.7
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,16.0,5,34,10,29.4,2.13,0.63,0.15,0.50,10.2,0,0,0,5.7,5.7,0.17,-0.7,-0.7
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,1,3,2,66.7,0.16,0.11,0.33,0.50,10.9,0,0,0,0.6,0.6,0.21,+0.4,+0.4
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,1,12,3,25.0,0.95,0.24,0.08,0.33,15.9,0,0,0,0.9,0.9,0.08,+0.1,+0.1
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,1,18,7,38.9,3.07,1.20,0.06,0.14,16.3,0,0,0,2.3,2.3,0.13,-1.3,-1.3
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,5,26,10,38.5,3.12,1.20,0.19,0.50,15.6,0,0,0,3.5,3.5,0.14,+1.5,+1.5
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,0,9,1,11.1,0.47,0.05,0.00,0.00,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,1,3,2,66.7,0.17,0.11,0.33,0.50,11.2,0,0,0,0.2,0.2,0.07,+0.8,+0.8
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,0,10,0,0.0,0.58,0.00,0.00,,22.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,0,2,0,0.0,2.12,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,1,19,5,26.3,2.86,0.75,0.05,0.20,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,0,13,3,23.1,0.65,0.15,0.00,0.00,10.2,0,0,0,1.0,1.0,0.08,-1.0,-1.0
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,1.7,0,5,0,0.0,2.90,0.00,0.00,,16.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,16.7,3,40,13,32.5,2.40,0.78,0.05,0.15,15.3,0,1,1,4.7,3.9,0.10,-1.7,-1.9
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,14.5,1,57,12,21.1,3.94,0.83,0.02,0.08,28.3,2,0,0,1.7,1.7,0.03,-0.7,-0.7
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,0.7,0,3,2,66.7,4.35,2.90,0.00,0.00,21.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
225,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,11.8,4,29,10,34.5,2.45,0.84,0.10,0.30,20.5,2,1,1,4.3,3.6,0.12,-0.3,-0.6
226,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
227,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,19.7,0,12,2,16.7,0.61,0.10,0.00,0.00,20.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5
228,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,0,6,1,16.7,0.25,0.04,0.00,0.00,6.5,0,0,0,0.6,0.6,0.11,-0.6,-0.6
229,Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,24.7,0,23,4,17.4,0.93,0.16,0.00,0.00,22.5,2,0,0,0.8,0.8,0.03,-0.8,-0.8
230,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
231,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,1,10,2,20.0,0.66,0.13,0.10,0.50,16.9,0,0,0,0.7,0.7,0.07,+0.3,+0.3
232,Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,4,35,6,17.1,1.19,0.20,0.09,0.50,15.4,0,1,3,6.7,4.4,0.13,-2.7,-1.4
233,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,20.7,16,86,37,43.0,4.15,1.79,0.19,0.43,12.3,1,0,0,11.3,11.3,0.13,+4.7,+4.7
234,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,0,20,4,20.0,0.80,0.16,0.00,0.00,11.5,0,0,0,2.0,2.0,0.10,-2.0,-2.0
235,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,11.7,5,42,12,28.6,3.58,1.02,0.12,0.42,19.4,0,0,0,2.5,2.5,0.06,+2.5,+2.5
236,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,0,18,4,22.2,1.06,0.23,0.00,0.00,18.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9
237,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,15,124,42,33.9,3.38,1.15,0.08,0.24,15.1,4,5,6,17.5,13.0,0.10,-2.5,-3.0
238,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,1,18,4,22.2,1.07,0.24,0.06,0.25,22.6,0,0,0,0.8,0.8,0.04,+0.2,+0.2
239,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Rennes,fr Ligue 1,31,1987,22.6,7,51,13,25.5,2.26,0.58,0.10,0.38,21.3,9,2,3,6.3,4.0,0.08,+0.7,+1.0
240,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,18,73,34,46.6,2.34,1.09,0.22,0.47,11.7,0,2,2,17.6,16.0,0.22,+0.4,0.0
241,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
242,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,7,57,21,36.8,2.25,0.83,0.12,0.33,17.1,0,0,0,5.3,5.3,0.09,+1.7,+1.7
243,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,0,3,0,0.0,0.60,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
244,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,29,1989,15.1,1,15,4,26.7,0.99,0.26,0.07,0.25,15.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1
245,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,0,12,2,16.7,0.54,0.09,0.00,0.00,11.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8
246,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,de Bundesliga,20,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
247,Nicolas Benezet\Nicolas-Benezet,fr FRA,MFFW,Guingamp,fr Ligue 1,27,1991,18.5,3,28,8,28.6,1.51,0.43,0.11,0.38,15.4,3,0,0,3.1,3.1,0.11,-0.1,-0.1
248,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
249,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,32.9,0,19,5,26.3,0.58,0.15,0.00,0.00,26.0,4,0,0,0.6,0.6,0.03,-0.6,-0.6
250,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,0,10,3,30.0,0.34,0.10,0.00,0.00,22.7,3,0,0,0.5,0.5,0.05,-0.5,-0.5
251,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34.0,1,15,3,20.0,0.44,0.09,0.07,0.33,10.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
