Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
573,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,13,13,0,0,0,2,0,0,0,0,0,0,11,1,1,4,7,2,0,0,7,1,0,0,1
574,Vitalie Damașcan\Vitalie-Damascan,md MDA,MF,Torino,it Serie A,19,1999,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,0,0,2,0,0,1,0
575,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,11,11,0,0,0,1,2,0,0,0,0,0,6,1,4,2,7,1,0,0,8,0,1,0,0
576,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1019,841,178,32,1,154,22,26,2,0,0,0,640,178,201,764,45,46,144,3,785,5,26,18,28
577,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,871,767,104,8,1,184,11,10,0,0,0,0,618,136,117,90,654,22,96,1,767,4,14,10,15
578,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,243,223,20,18,0,32,8,1,1,1,0,0,145,25,73,39,171,23,1,2,190,3,7,1,5
579,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,611,565,46,24,0,101,31,1,0,0,0,0,357,67,187,52,457,59,22,1,453,1,22,4,9
580,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,2352,2293,59,56,2,236,72,4,0,0,0,0,1971,129,252,1818,443,65,3,6,2147,4,34,11,9
581,Palkó Dárdai\Palko-Dardai,hu HUN,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,41,41,0,0,0,8,2,3,0,0,0,0,24,8,9,25,11,4,0,1,29,0,0,1,3
582,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,1313,1230,83,43,10,234,44,27,33,4,15,3,921,167,225,83,1166,48,6,0,1025,12,18,22,36
583,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,245,236,9,6,0,44,3,6,0,0,0,0,177,28,40,65,161,10,3,2,214,1,5,3,4
584,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,206,177,29,0,0,31,5,3,0,0,0,0,134,36,36,29,138,8,29,1,176,1,2,2,2
585,Alphonso Davies\Alphonso-Davies,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,36,35,1,0,0,5,0,0,0,0,0,0,29,4,3,24,9,1,1,0,31,1,1,1,1
586,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,25,1993,20.5,1314,1111,203,11,0,221,14,33,7,1,0,0,838,223,253,917,120,53,185,9,1071,0,23,19,37
587,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,525,499,26,6,1,103,13,2,0,0,0,0,391,66,68,52,424,36,4,2,414,2,14,11,14
588,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,69,67,2,0,1,13,2,1,0,0,0,0,43,11,15,5,54,9,0,1,65,0,0,0,0
589,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,819,744,75,17,10,166,37,47,50,8,13,5,590,87,142,105,691,9,7,2,625,9,17,19,32
590,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,408,365,43,18,1,56,21,3,0,0,0,0,248,59,101,66,285,23,25,2,326,0,8,7,7
591,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,256,243,13,6,0,35,9,3,0,0,0,0,165,26,65,62,161,20,7,0,207,3,9,3,2
592,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,1837,1595,242,106,11,374,151,89,107,10,22,3,1087,241,509,75,1710,20,24,4,1295,10,40,36,65
593,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,924,886,38,37,2,143,41,2,0,0,0,0,641,133,150,167,720,29,1,2,809,2,9,23,6
594,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,1180,1019,161,22,1,211,48,41,1,0,1,0,759,181,240,155,825,42,138,5,987,2,18,32,33
595,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,1220,973,247,7,1,179,34,97,1,0,0,0,495,278,447,106,698,125,239,4,791,3,29,14,64
596,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,533,522,11,7,1,111,15,14,0,0,0,0,304,114,115,83,379,45,4,4,371,2,9,14,18
597,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,1165,915,250,16,2,175,26,67,0,0,0,0,557,325,283,26,792,71,234,2,861,3,26,19,48
598,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,836,816,20,0,4,264,6,14,1,0,0,0,374,234,228,35,519,112,6,32,522,8,19,35,39
599,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,eng Premier League,35,1982,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,250,243,7,7,1,24,6,3,0,0,0,0,181,19,50,30,214,5,0,1,198,1,3,4,6
601,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26.0,805,790,15,0,4,176,6,13,3,0,0,0,648,95,62,666,91,22,4,11,672,3,8,16,20
602,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,172,165,7,0,0,38,4,5,0,0,0,0,116,21,35,10,141,10,6,2,123,0,1,7,6
603,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Parma,it Serie A,22,1995,6.1,181,179,2,1,0,47,4,3,1,0,0,0,136,19,26,13,162,5,0,0,134,0,4,8,7
604,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,22,1996,14.9,560,531,29,1,3,152,11,47,13,3,0,0,400,81,79,378,124,28,15,1,380,1,13,10,37
605,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,1645,1628,17,15,0,219,29,6,0,0,0,0,1233,176,236,1234,288,78,2,11,1405,3,30,16,29
606,Moisés Delgado\Moises-Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,100,82,18,2,0,15,6,9,0,0,0,0,50,22,28,67,12,2,16,0,71,0,6,2,3
607,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,520,466,54,19,0,65,11,1,1,1,0,0,389,52,79,369,93,16,34,4,458,0,3,5,12
608,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,69,58,11,1,2,17,2,7,0,0,0,0,40,9,20,45,10,3,10,0,50,0,0,2,4
609,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,1197,1121,76,8,5,309,64,116,12,2,2,1,541,283,373,72,866,98,11,65,694,5,41,25,91
610,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,758,689,69,7,2,111,14,4,0,0,0,0,596,88,74,444,233,11,62,2,692,0,4,9,13
611,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,308,296,12,6,0,59,1,0,0,0,0,0,275,18,15,214,77,11,1,0,278,0,1,4,6
612,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,435,388,47,1,0,78,4,13,0,0,0,0,295,93,47,73,306,25,4,11,324,7,3,16,23
613,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,1018,949,69,8,8,189,27,66,50,2,12,1,833,73,112,368,621,10,11,3,790,1,11,35,41
614,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,20,1998,14.1,468,449,19,11,0,81,27,6,4,0,2,0,360,39,69,370,69,18,3,1,379,1,9,9,15
615,Merih Demiral\Merih-Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,704,671,33,27,0,81,8,0,0,0,0,0,551,59,94,61,571,31,6,4,619,1,12,5,3
616,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,1420,1252,168,65,6,199,68,40,80,14,17,5,864,227,329,1117,218,50,21,5,1096,4,23,40,32
617,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,1495,1421,74,52,4,220,30,31,14,0,0,0,994,187,314,244,1148,70,7,11,1188,7,32,26,32
618,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,1947,1891,56,52,1,173,13,2,0,0,0,0,1710,131,106,101,1741,80,4,7,1840,3,11,16,10
619,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,625,621,4,2,1,154,12,8,0,0,0,0,399,121,105,110,416,59,2,3,504,0,8,11,16
620,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,1228,970,258,16,4,209,29,74,2,0,0,0,584,307,337,63,852,54,240,5,890,5,28,34,42
621,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,24,1994,30.4,1491,1251,240,48,19,239,105,78,148,11,10,3,1002,178,311,191,1248,26,16,5,1093,16,40,37,58
622,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,261,249,12,0,1,87,0,4,0,0,0,0,143,58,60,16,155,40,0,12,169,0,5,8,8
623,Clément Depres\Clement-Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,166,161,5,0,0,51,3,2,0,0,0,0,96,32,38,10,106,22,0,1,114,1,13,2,4
624,Kiril Despodov\Kiril-Despodov,bg BUL,FWMF,Cagliari,it Serie A,21,1996,1.2,17,17,0,0,0,7,0,2,0,0,0,0,8,6,3,1,16,0,0,0,7,0,0,0,1
625,Daniele Dessena\Daniele-Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,184,176,8,5,1,33,2,7,0,0,0,0,106,41,37,32,122,18,2,5,136,1,2,5,5
626,Mattia Destro\Mattia-Destro,it ITA,FWMF,Bologna,it Serie A,27,1991,5.5,90,80,10,0,0,23,1,3,1,0,0,0,40,19,31,5,55,17,0,3,49,1,6,1,3
627,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,24,1994,23.0,795,732,63,13,7,183,11,52,9,4,0,0,596,107,92,72,693,20,6,3,580,3,9,24,42
628,Jacopo Dezi\Jacopo-Dezi,it ITA,MF,Parma,it Serie A,26,1992,1.0,43,43,0,0,0,2,0,0,0,0,0,0,38,3,2,8,33,2,0,0,38,0,0,0,1
629,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWMF,Sassuolo,it Serie A,24,1994,11.9,394,368,26,3,2,71,12,14,2,1,1,0,298,42,54,47,310,11,21,3,322,1,8,9,14
630,Antonio Di Gaudio\Antonio-Di-Gaudio,it ITA,FWMF,Parma,it Serie A,28,1989,7.8,119,119,0,0,1,28,1,5,0,0,0,0,95,16,8,18,95,6,0,0,68,1,4,8,16
631,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Empoli,it Serie A,24,1993,37.0,2197,1877,320,39,4,385,28,94,0,0,0,0,1327,450,420,297,1545,48,281,5,1696,8,44,47,96
632,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,30,1988,25.8,1457,1321,136,41,30,267,53,89,71,10,3,1,1029,173,255,1312,99,23,18,5,1068,8,37,41,60
633,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,36,30,6,0,0,10,0,2,0,0,0,0,19,9,8,4,22,4,0,2,22,0,1,0,4
634,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,29,1989,2.7,72,69,3,0,0,18,3,7,0,0,0,0,37,12,23,11,36,16,2,4,43,0,1,2,4
635,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,21,1996,8.3,158,148,10,0,1,48,1,3,0,0,0,0,106,36,16,28,103,13,0,3,109,0,5,2,8
636,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,18,18,0,0,0,8,0,2,0,0,0,0,14,1,3,11,4,1,0,0,10,0,1,2,1
637,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,Paris S-G,fr Ligue 1,19,1999,12.7,579,553,26,0,7,111,6,28,4,0,0,0,483,61,35,412,139,4,22,1,464,2,12,13,32
638,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,eng Premier League,22,1996,6.1,164,158,6,1,0,41,2,14,1,0,0,0,118,21,25,123,24,13,0,2,118,1,7,2,10
639,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,21,1996,17.6,688,667,21,20,0,83,28,0,0,0,0,0,540,58,90,89,541,44,1,2,592,2,13,4,7
640,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7.0,345,270,75,4,0,69,6,4,0,0,0,0,189,73,83,62,179,22,71,1,271,1,8,2,6
641,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,26.4,1953,1795,158,44,2,202,57,18,0,0,0,0,1523,221,209,1481,283,53,114,3,1727,3,28,26,28
642,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,147,98,49,14,0,14,5,0,0,0,0,0,79,8,60,10,107,0,0,23,106,0,3,0,0
643,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,173,171,2,2,0,27,1,2,0,0,0,0,90,42,41,8,107,45,0,3,116,1,7,5,8
644,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,741,732,9,1,1,135,32,9,0,0,0,0,478,106,157,110,562,42,1,8,571,2,28,21,18
645,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,eng Premier League,20,1998,6.8,265,258,7,0,3,52,5,7,5,0,0,0,200,36,29,215,29,12,2,1,200,3,3,4,9
646,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,147,147,0,0,0,17,3,0,0,0,0,0,132,7,8,11,131,3,0,1,131,0,2,1,1
647,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,548,544,4,4,1,74,15,2,0,0,0,0,449,42,57,59,469,13,0,4,501,2,6,5,5
648,Brahim Díaz\Brahim-Diaz,es ESP,FW,Real Madrid,es La Liga,18,1999,4.2,174,171,3,1,2,30,3,4,0,0,0,0,138,23,13,67,100,3,2,2,147,2,1,2,5
649,Javier Díaz\Javier-Diaz,es ESP,GK,Sevilla,es La Liga,21,1997,1.0,24,17,7,2,0,2,2,0,0,0,0,0,9,0,15,1,19,0,0,3,14,0,1,0,0
650,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,1442,1270,172,22,1,229,21,40,0,0,0,0,904,214,324,1006,196,59,150,2,1097,3,40,34,35
651,Lorenzo Dickmann\Lorenzo-Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,59,49,10,0,0,15,1,1,0,0,0,0,38,13,8,7,38,2,10,0,48,0,0,0,4
652,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,10.6,454,385,69,26,4,80,18,30,32,8,0,4,288,64,102,386,43,14,6,2,328,2,10,6,19
653,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,1232,1146,86,64,1,181,66,21,17,2,0,0,682,182,368,182,900,123,5,4,927,4,45,22,31
654,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,200,185,15,12,0,18,7,0,0,0,0,0,114,23,63,137,38,20,3,0,153,0,7,3,1
655,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,eng Premier League,24,1994,16.7,1058,1030,28,24,0,165,26,6,0,0,0,0,812,83,163,142,839,55,2,0,890,1,21,16,18
656,Tim Dierßen\Tim-Dierssen,de GER,FW,Hannover 96,de Bundesliga,22,1996,0.2,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
657,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,2059,1523,536,79,1,398,85,158,90,6,17,2,954,360,745,1424,96,117,367,6,1460,8,50,55,72
658,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,27,1991,37.6,2996,2940,56,51,3,287,135,7,0,0,0,0,2349,183,464,341,2346,209,5,10,2709,7,41,11,16
659,Mitchell Dijks\Mitchell-Dijks,nl NED,DFMF,Bologna,it Serie A,25,1993,22.5,1009,781,228,8,1,169,19,62,1,0,0,0,516,190,303,617,96,47,219,2,722,0,25,18,47
660,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10.0,258,248,10,2,0,29,7,30,2,0,0,0,181,30,47,204,28,18,6,1,188,2,3,3,10
661,Federico Dimarco\Federico-Dimarco,it ITA,DF,Parma,it Serie A,20,1997,9.9,431,336,95,13,1,68,20,19,13,1,9,0,219,102,110,325,30,5,69,1,309,5,11,14,16
662,Stole Dimitrievski\Stole-Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21.0,648,398,250,81,0,39,20,0,0,0,0,0,227,39,382,26,450,0,0,112,430,3,16,1,2
663,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,605,589,16,3,3,117,13,10,1,0,0,0,413,113,79,507,81,10,3,1,474,3,20,13,17
664,Ismaël Diomandé\Ismael-Diomande,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,594,578,16,16,0,128,29,3,0,0,0,0,439,49,106,22,544,20,0,4,499,0,17,4,8
665,Federico Dionisi\Federico-Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,2.3,61,58,3,0,0,13,2,7,1,0,0,1,39,11,11,13,44,1,0,3,40,0,1,1,3
666,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,339,328,11,1,1,105,5,28,0,0,0,0,236,60,43,53,244,22,1,1,220,1,8,11,28
667,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33.0,1141,1118,23,19,0,166,19,0,0,0,0,0,881,101,159,152,874,81,4,3,973,4,23,9,14
668,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,1145,1127,18,15,2,200,21,6,0,0,0,0,697,131,317,88,834,151,0,4,850,4,29,17,25
669,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,235,224,11,1,1,57,10,12,4,0,0,0,170,34,31,46,170,10,5,0,163,1,8,7,17
670,Assane Dioussé\Assane-Diousse,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,500,481,19,16,0,93,22,7,0,0,0,0,342,73,85,412,59,23,1,3,403,2,11,5,9
671,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,139,136,3,3,0,19,3,2,0,0,0,0,110,16,13,115,16,6,0,0,120,0,3,3,1
672,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,69,66,3,0,0,13,2,0,0,0,0,0,52,9,8,26,33,4,3,0,52,0,2,3,1
673,Djené\Djene,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,973,941,32,29,0,139,36,7,0,0,0,0,493,149,331,182,615,134,3,4,705,3,35,15,22
674,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,595,573,22,19,0,81,17,3,0,0,0,0,437,43,115,40,499,37,2,2,497,1,26,9,4
675,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1.0,50,49,1,1,0,3,4,0,0,0,0,0,36,2,12,1,48,1,0,0,44,0,2,0,1
676,Alexander Djiku\Alexander-Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,1375,1316,59,47,1,186,52,0,0,0,0,0,950,148,277,257,971,105,8,1,1158,3,36,12,14
677,Papy Djilobodji\Papy-Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,1.9,83,78,5,5,0,16,5,1,0,0,0,0,42,9,32,59,12,6,0,0,56,1,7,1,0
678,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,1034,1001,33,25,0,153,33,1,0,0,0,0,814,105,115,207,745,49,7,5,930,2,21,4,9
679,Johan Djourou\Johan-Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,122,116,6,4,0,12,3,0,0,0,0,0,91,13,18,8,95,9,2,2,105,0,1,0,3
680,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,26,1992,24.0,748,492,256,101,0,37,29,0,0,0,0,0,151,25,572,497,102,0,0,67,371,2,32,2,2
681,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,34.9,1828,1470,358,4,3,351,41,71,0,0,0,0,855,444,529,95,1124,173,354,9,1333,10,40,48,71
682,Keagan Dolly\Keagan-Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1.0,41,34,7,4,0,7,3,1,3,0,0,0,26,6,9,37,3,0,0,1,34,0,0,0,2
683,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,27,1990,4.0,94,55,39,9,0,8,1,0,0,0,0,0,25,7,62,5,62,0,0,19,58,0,2,1,0
684,Giulio Donati\Giulio-Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,353,264,89,7,2,33,8,26,0,0,0,0,163,70,120,20,235,13,82,2,259,1,4,11,9
685,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,27,1991,9.9,382,371,11,1,2,101,9,14,0,0,0,0,213,76,93,69,244,51,3,1,273,2,13,14,17
686,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,10.7,200,179,21,1,0,35,8,25,1,0,1,0,138,35,27,41,135,9,8,5,143,1,8,4,7
687,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,1161,802,359,66,0,90,20,0,0,0,0,0,719,57,385,91,846,0,1,195,958,0,24,6,1
688,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,57,57,0,0,0,12,1,0,0,0,0,0,49,7,1,10,45,1,0,0,50,0,0,2,0
689,Riccardo Doratiotto\Riccardo-Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,7,7,0,0,0,3,0,0,0,0,0,0,4,1,2,2,2,1,0,1,6,0,0,0,1
690,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,617,589,28,25,1,72,11,0,0,0,0,0,486,37,94,546,46,17,1,1,541,1,11,5,5
691,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,27.4,931,841,90,24,1,196,44,113,47,7,12,1,562,138,231,66,814,31,11,4,618,4,16,24,46
692,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,25,1993,34.0,1967,1915,52,40,5,357,53,24,1,0,0,0,1555,218,194,276,1552,105,1,9,1640,8,20,46,59
693,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,25,1992,3.5,113,112,1,1,0,20,4,0,0,0,0,0,82,18,13,19,81,11,0,0,85,0,4,7,1
694,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,17.8,653,631,22,5,3,142,22,29,7,1,1,0,475,93,85,114,489,33,6,4,503,4,16,7,19
695,Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6.0,71,62,9,0,0,9,0,1,0,0,0,0,48,19,4,2,58,8,0,1,52,0,0,4,5
696,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,356,293,63,7,1,45,5,5,0,0,0,0,248,67,41,255,32,7,56,1,311,0,10,5,4
697,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,1098,1073,25,23,0,134,46,0,0,0,0,0,909,56,133,203,823,58,1,2,987,2,16,7,9
698,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,106,72,34,4,0,5,5,0,0,0,0,0,52,6,48,13,79,0,0,9,72,1,4,0,0
699,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Empoli,it Serie A,20,1997,14.0,481,294,187,35,0,25,21,0,0,0,0,0,218,35,228,24,339,0,0,95,319,1,25,2,0
700,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,22.7,1610,1546,64,15,11,376,33,22,34,1,3,0,1390,123,97,183,1384,15,13,4,1421,7,12,32,33
701,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0
702,Josip Drmić\Josip-Drmic,ch SUI,FW,M'Gladbach,de Bundesliga,25,1992,2.5,63,58,5,0,0,20,1,2,0,0,0,0,46,11,6,15,41,2,1,1,54,0,0,1,1
703,Jaroslav Drobný\Jaroslav-Drobny,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2.0,37,22,15,5,0,2,1,0,0,0,0,0,15,2,20,2,27,0,0,5,27,0,1,0,0
704,Óscar Duarte\Oscar-Duarte,cr CRC,DFMF,Espanyol,es La Liga,29,1989,7.3,342,337,5,5,2,59,10,0,0,0,0,0,241,25,76,73,230,26,0,2,300,0,4,1,3
705,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,1231,976,255,29,2,180,37,55,8,0,0,0,502,257,472,738,153,95,218,3,847,3,33,23,29
